timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-121.10764000000002,172,0.0,223,103,8,409,980,3
1,-45.90643999999998,251,0.0,625,193,6,364,937,8
2,-23.69512,468,0.0,3753,452,13,349,686,67
3,-49.21547999999998,59,0.0,2918,543,15,364,578,62
4,-95.21192000000002,92,0.0,3599,508,27,394,571,68
5,-44.42244,293,0.0,5803,500,22,409,569,87
6,-24.383360000000003,308,0.0,3191,384,23,409,684,45
7,-33.59424,182,0.0,1058,322,21,409,748,16
8,-136.41644000000002,41,0.0,154,393,9,349,749,0
9,-36.321000000000005,199,0.0,838,426,8,334,732,22
10,-81.03663999999998,373,0.0,4819,740,16,364,380,90
11,-82.77947999999995,54,0.0,3159,838,28,394,240,69
12,-78.48547999999998,20,0.0,3961,829,15,454,202,123
13,-74.30776,254,0.0,6905,656,20,484,339,119
14,-76.73084000000003,265,0.0,3813,433,15,529,523,51
15,-31.505119999999998,199,0.0,1263,437,11,529,523,17
16,-178.3618,7,0.0,166,476,3,499,522,10
17,-51.69751999999998,105,0.0,860,481,25,499,495,31
18,-78.68279999999999,326,0.0,5108,809,15,544,132,62
19,-85.54708000000002,25,0.0,3247,896,28,568,8,74
20,-85.53576000000001,51,0.0,4272,878,22,578,21,92
21,-52.67663999999999,90,0.0,6930,830,18,571,81,130
22,-77.59204,196,0.0,3907,644,21,616,219,70
23,-210.9844,141,0.0,1509,565,26,646,263,30
24,-311.8879600000001,33,0.0,199,562,21,661,256,7
25,-217.8181999999999,90,0.0,747,548,23,691,238,16
26,-75.33267999999998,193,0.0,4569,824,15,655,6,96
27,-59.03411999999999,36,0.0,3161,936,29,528,7,63
28,-40.82355999999999,50,0.0,4028,1000,28,472,0,78
29,-37.770920000000004,60,0.0,6686,1070,27,393,10,119
30,-33.37016,133,0.0,3971,884,25,408,183,66
31,-107.01987999999999,125,0.0,1708,758,16,438,288,42
32,-240.70991999999987,36,0.0,339,748,25,438,289,8
33,-86.4543599999999,36,0.0,669,738,24,453,285,14
34,-47.20560000000001,61,0.0,3765,898,20,468,114,46
35,-38.11435999999999,64,0.0,3359,980,30,483,7,65
36,-35.07692,49,0.0,4373,1058,28,408,6,104
37,-36.679759999999995,55,0.0,6253,1068,30,374,27,126
38,-42.19948000000003,15,0.0,3679,983,22,389,106,78
39,-48.20004000000002,37,0.0,2037,840,26,404,230,39
40,-77.70164,51,0.0,773,800,28,419,253,8
41,-270.9273599999999,25,0.0,305,788,22,434,256,5
42,-52.853800000000014,117,0.0,1794,874,16,449,161,45
43,-29.656039999999997,97,0.0,3558,852,26,449,173,72
44,-34.742359999999984,35,0.0,4049,812,24,464,200,78
45,-26.777320000000007,74,0.0,3758,797,16,479,208,83
46,-36.857320000000016,45,0.0,2554,837,26,479,158,49
47,-46.76240000000003,97,0.0,1706,782,22,494,202,33
48,-86.55503999999992,58,0.0,757,777,25,509,189,13
49,-280.41016,38,0.0,250,758,21,524,197,3
50,-91.11332,76,0.0,1287,788,24,539,149,44
51,-43.51848000000002,108,0.0,3352,841,22,554,83,75
52,-65.40187999999996,176,0.0,3986,852,22,569,57,74
53,-47.8598,194,0.0,4118,895,15,584,6,77
54,-47.60287999999996,88,0.0,2440,837,15,599,49,44
55,-219.35521714285716,114,0.0,1078,772,16,614,98,17
