timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-130.91244000000006,161,0.0,223,106,5,409,980,3
1,-112.87327999999998,227,0.0,625,212,12,334,942,8
2,-63.39368000000001,450,0.0,3737,492,12,304,692,75
3,-76.04223999999996,61,0.0,2934,529,26,364,581,62
4,-49.387600000000006,81,0.0,3619,488,26,409,577,76
5,-45.22571999999999,267,0.0,5783,473,15,424,588,86
6,-45.395399999999995,308,0.0,3190,331,17,454,698,50
7,-54.31616000000001,158,0.0,1059,229,20,484,767,19
8,-93.09295999999998,33,0.0,154,219,14,499,768,0
9,-78.94288000000002,168,0.0,849,242,6,499,753,31
10,-103.7166,337,0.0,4795,596,27,469,408,90
11,-109.83604000000004,56,0.0,3181,673,29,529,269,71
12,-122.53639999999994,93,0.0,3777,666,17,604,213,92
13,-119.83351999999992,335,0.0,7080,495,20,664,320,117
14,-21.561520000000005,173,0.0,3807,275,25,679,521,64
15,-44.772640000000024,194,0.0,1269,240,14,724,522,19
16,-118.89036000000006,14,0.0,166,228,16,739,517,9
17,-93.25848,107,0.0,829,224,17,769,490,13
18,-58.87987999999999,345,0.0,5049,578,19,784,119,53
19,-140.23008,37,0.0,3364,643,15,839,3,77
20,-139.26452,158,0.0,4226,625,27,837,11,85
21,-93.36775999999993,313,0.0,6961,584,15,854,47,114
22,-55.025879999999944,170,0.0,3895,423,23,869,185,70
23,-64.91448000000004,69,0.0,1511,374,10,869,247,32
24,-87.13252000000004,19,0.0,197,382,21,854,243,7
25,-81.90815999999997,61,0.0,759,407,10,854,229,25
26,-74.80267999999997,155,0.0,4564,679,16,800,4,94
27,-69.27488000000002,44,0.0,3166,761,24,705,10,56
28,-60.44320000000001,80,0.0,4016,798,28,674,0,77
29,-53.68311999999999,144,0.0,6647,858,20,618,4,113
30,-65.95760000000006,216,0.0,4010,633,24,678,165,67
31,-92.26503999999997,158,0.0,1708,468,28,753,251,39
32,-212.87739999999997,52,0.0,339,430,25,798,247,6
33,-241.39236000000005,110,0.0,669,403,16,843,238,14
34,-47.15355999999999,163,0.0,3752,524,27,903,46,58
35,-72.99943999999996,208,0.0,3391,575,27,895,3,57
36,-56.62504000000003,211,0.0,4338,640,28,823,9,94
37,-61.54992000000001,237,0.0,6306,649,18,809,24,100
38,-74.668,105,0.0,3634,515,27,884,73,80
39,-83.69504000000002,184,0.0,2045,358,27,959,156,37
40,-117.92492000000004,155,0.0,773,300,26,1019,155,8
41,-201.16716,51,0.0,305,278,18,1049,155,5
42,-99.09511999999994,308,0.0,1780,347,23,1109,21,34
43,-69.25707999999999,306,0.0,3572,328,27,1128,17,69
44,-46.20132000000001,260,0.0,4104,305,16,1144,35,79
45,-46.93115999999998,295,0.0,3706,309,17,1164,10,71
46,-65.65316,162,0.0,2558,314,27,1156,3,41
47,-60.03967999999998,207,0.0,1703,249,18,1215,18,28
48,-67.87996000000004,75,0.0,753,225,17,1252,6,15
49,-98.95680000000004,37,0.0,250,199,19,1267,15,3
50,-59.355039999999946,188,0.0,1273,221,25,1248,6,23
51,-52.61884,316,0.0,3381,271,16,1191,22,73
52,-34.1772,321,0.0,3971,307,16,1161,16,69
53,-45.631239999999984,396,0.0,4105,359,23,1109,9,71
54,-45.350040000000014,174,0.0,2449,322,20,1139,19,46
55,-251.66812571428574,162,0.0,1082,237,25,1184,54,15
