timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-121.60911999999999,171,0.0,223,104,8,409,979,2
1,-41.59876,269,0.0,654,196,7,364,933,27
2,-14.267800000000003,462,0.0,3714,443,10,364,683,71
3,-28.133360000000007,45,0.0,2940,511,21,394,574,69
4,-15.33616,42,0.0,3634,488,17,409,586,81
5,-9.72296,296,0.0,5761,481,18,424,577,78
6,-27.909920000000003,318,0.0,3181,336,22,454,688,53
7,-23.563879999999997,159,0.0,1063,238,17,484,761,14
8,-130.6902,45,0.0,154,246,9,484,761,0
9,-23.882920000000006,234,0.0,821,278,14,469,739,9
10,-35.41755999999999,460,0.0,4823,620,16,499,365,90
11,-90.35063999999997,54,0.0,3216,695,19,559,227,81
12,-77.63424000000005,125,0.0,3713,707,20,619,154,80
13,-41.57779999999999,334,0.0,7150,535,15,679,271,98
14,-38.309239999999996,242,0.0,3772,317,24,709,450,49
15,-31.783120000000004,199,0.0,1266,292,20,739,449,15
16,-152.79603999999998,17,0.0,163,293,7,754,446,9
17,-95.05115999999995,171,0.0,860,308,20,769,403,31
18,-24.234119999999997,401,0.0,5018,664,16,799,21,51
19,-71.8788,28,0.0,3337,720,29,743,8,74
20,-72.58452000000001,60,0.0,4313,698,18,767,17,102
21,-49.121720000000025,200,0.0,6901,658,23,752,67,114
22,-53.23188,173,0.0,3922,462,30,797,211,52
23,-22.10052,89,0.0,1486,400,21,812,267,26
24,-29.39256000000001,18,0.0,204,399,24,812,265,8
25,-50.24939999999998,113,0.0,802,416,23,827,234,55
26,-37.677479999999996,184,0.0,4495,678,20,797,5,102
27,-60.960040000000035,71,0.0,3366,775,15,695,15,71
28,-46.40484000000001,191,0.0,3963,869,15,616,0,110
29,-46.85188000000001,161,0.0,6517,937,28,530,5,114
30,-46.08104,146,0.0,4010,729,15,575,181,67
31,-60.19952,107,0.0,1708,576,16,620,288,42
32,-273.92936000000003,42,0.0,339,558,19,635,288,6
33,-83.97292000000007,67,0.0,669,524,19,680,277,13
34,-34.95352000000001,164,0.0,3832,678,16,725,81,62
35,-24.791200000000007,81,0.0,3292,734,25,741,0,65
36,-28.022159999999996,87,0.0,4436,803,21,664,12,120
37,-39.539320000000004,83,0.0,6199,807,25,642,26,121
38,-38.64328000000002,47,0.0,3670,695,17,687,101,78
39,-63.48264000000002,87,0.0,2039,540,17,732,211,33
40,-182.08200000000002,84,0.0,771,489,20,762,229,8
41,-212.72796,47,0.0,305,470,23,777,230,5
42,-89.3836,242,0.0,1780,543,16,822,119,38
43,-34.87652,153,0.0,3583,496,27,852,125,75
44,-31.967200000000005,83,0.0,4047,447,23,897,133,76
45,-29.80392000000001,112,0.0,3749,417,25,927,131,83
46,-34.71204,56,0.0,2554,421,21,972,86,49
47,-38.5488,94,0.0,1722,343,24,1002,131,27
48,-134.72655999999998,68,0.0,741,330,24,1032,114,13
49,-260.74544000000014,51,0.0,250,312,20,1047,121,3
50,-125.81504000000001,198,0.0,1273,338,27,1077,58,22
51,-50.821920000000006,206,0.0,3366,390,16,1068,26,75
52,-34.53384,219,0.0,3986,390,23,1070,17,75
53,-39.18220000000001,259,0.0,4109,438,16,1039,7,72
54,-44.67272,110,0.0,2453,345,15,1099,41,34
55,-257.34712,161,0.0,1074,273,21,1129,77,16
