timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-98.99007999999999,166,0.0,223,137,4,379,980,3
1,20.466639999999995,282,0.0,644,245,5,319,931,19
2,-14.07828,483,0.0,3724,498,17,304,681,71
3,-69.24359999999999,52,0.0,2928,567,26,334,573,62
4,-69.1328,101,0.0,3585,530,18,379,573,62
5,-61.395360000000004,322,0.0,5822,517,18,409,556,80
6,-19.31652,336,0.0,3179,386,18,424,672,61
7,-17.122119999999995,179,0.0,1064,332,8,424,736,21
8,-117.97999999999996,44,0.0,155,379,6,379,736,0
9,-10.29816,231,0.0,849,421,3,364,712,27
10,-62.98467999999998,376,0.0,4795,734,28,379,359,90
11,-79.27564,50,0.0,3162,827,29,424,220,67
12,-64.45267999999999,12,0.0,3767,820,17,484,179,81
13,-87.31127999999998,280,0.0,7109,643,29,514,313,118
14,-43.62059999999999,261,0.0,3809,430,28,544,498,57
15,-46.803799999999995,214,0.0,1268,408,21,574,497,14
16,-139.15224,20,0.0,169,420,10,574,495,10
17,-54.20043999999999,151,0.0,896,442,16,589,453,47
18,-60.09803999999999,311,0.0,4985,762,20,619,99,47
19,-82.71384000000003,30,0.0,3379,851,20,624,5,80
20,-75.07992000000002,46,0.0,4243,833,29,619,19,95
21,-31.798799999999982,108,0.0,6929,779,27,613,81,108
22,-66.03448,151,0.0,3888,601,30,643,226,71
23,-118.43611999999996,158,0.0,1511,520,23,688,269,29
24,-282.13528,42,0.0,197,505,30,703,262,7
25,-47.562599999999996,108,0.0,811,519,15,733,233,54
26,-70.80447999999997,174,0.0,4505,787,20,687,6,97
27,-44.586400000000005,29,0.0,3186,901,27,560,12,61
28,-35.056319999999985,47,0.0,3994,965,25,510,0,80
29,-27.772119999999997,65,0.0,6656,1057,28,410,5,115
30,-31.85384,113,0.0,4000,855,16,440,189,70
31,-43.42840000000002,105,0.0,1718,734,28,440,298,41
32,-77.72659999999998,37,0.0,343,715,15,470,300,10
33,-48.903760000000055,49,0.0,665,698,21,485,296,14
34,-32.851639999999996,67,0.0,3752,853,21,500,126,58
35,-36.991279999999975,62,0.0,3391,951,15,515,19,59
36,-36.17168000000002,56,0.0,4354,1033,26,435,6,102
37,-34.77819999999999,59,0.0,6262,1055,19,400,26,123
38,-43.32348,16,0.0,3667,968,24,400,108,83
39,-40.442839999999975,29,0.0,2042,834,17,415,234,35
40,-49.65732000000002,35,0.0,771,798,26,415,261,8
41,-78.02672,12,0.0,305,780,24,430,266,5
42,-49.70312000000001,107,0.0,1814,869,29,430,172,50
43,-40.35575999999998,74,0.0,3552,844,17,445,194,74
44,-35.28015999999999,34,0.0,4080,807,23,445,225,82
45,-22.944360000000003,51,0.0,3716,793,28,445,234,76
46,-25.333519999999996,46,0.0,2551,834,15,460,191,49
47,-31.654319999999995,91,0.0,1706,779,26,460,235,33
48,-58.45855999999999,42,0.0,757,788,15,475,222,13
49,-98.27759999999996,29,0.0,250,763,15,490,232,4
50,-46.79592000000002,64,0.0,1273,802,23,490,185,39
51,-39.30539999999999,98,0.0,3366,857,17,505,121,75
52,-22.70043999999999,160,0.0,3996,875,24,505,96,75
53,-22.239600000000003,201,0.0,4117,914,29,505,52,72
54,-23.427560000000007,72,0.0,2427,866,18,520,96,47
55,-175.6933828571429,104,0.0,1082,803,16,535,146,18
