timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-38.24684000000002,174,0.0,230,131,12,379,978,2
1,-23.816559999999996,261,0.0,618,226,5,334,935,7
2,-13.630160000000002,467,0.0,3778,494,7,319,680,62
3,-59.24564,38,0.0,2905,560,15,349,576,69
4,-70.54328,46,0.0,3634,507,27,379,587,81
5,-29.4014,313,0.0,5752,499,29,394,578,94
6,-23.693880000000007,301,0.0,3190,375,25,409,691,53
7,-26.771399999999996,149,0.0,1065,286,25,424,765,13
8,-31.143039999999996,31,0.0,152,279,17,439,765,0
9,-18.382200000000005,222,0.0,821,305,12,439,744,9
10,-56.94336,441,0.0,4823,641,28,454,377,90
11,-83.08224,53,0.0,3225,731,15,514,240,78
12,-92.65839999999999,97,0.0,3733,754,25,544,177,96
13,-62.62364000000001,308,0.0,7080,594,16,589,300,120
14,-39.764399999999995,204,0.0,3810,376,27,604,493,55
15,-27.517640000000004,172,0.0,1271,346,21,634,499,6
16,-121.59904000000004,15,0.0,161,355,15,634,496,10
17,-48.2792,137,0.0,959,392,23,634,451,68
18,-53.138,330,0.0,5009,714,16,679,91,62
19,-79.26179999999998,21,0.0,3274,802,17,678,3,79
20,-69.62228000000002,46,0.0,4226,774,22,688,16,87
21,-45.79103999999998,166,0.0,6974,728,23,677,72,100
22,-73.67528000000003,142,0.0,3882,536,21,722,221,68
23,-53.89228000000001,76,0.0,1513,450,14,752,284,25
24,-65.64432,21,0.0,204,463,4,752,281,6
25,-21.40364,74,0.0,738,483,15,737,265,16
26,-69.90932000000001,175,0.0,4559,760,19,716,5,102
27,-55.45007999999999,48,0.0,3164,867,20,603,10,62
28,-39.80772,159,0.0,4052,963,26,511,0,81
29,-31.243759999999984,138,0.0,6630,1049,23,423,5,114
30,-38.758880000000005,128,0.0,4000,846,27,438,189,70
31,-55.68236,77,0.0,1718,721,24,453,302,42
32,-152.4101200000002,30,0.0,339,698,30,468,304,8
33,-74.90544000000014,33,0.0,669,679,21,498,302,14
34,-44.428800000000024,72,0.0,3743,829,23,513,135,58
35,-35.34027999999999,74,0.0,3381,917,19,543,21,65
36,-32.605439999999994,56,0.0,4373,1000,15,479,6,104
37,-37.09647999999999,54,0.0,6278,1017,26,432,25,107
38,-39.391960000000005,19,0.0,3699,920,15,462,103,54
39,-43.52184000000002,32,0.0,1992,775,16,477,232,39
40,-74.94416000000008,36,0.0,773,725,26,492,257,9
41,-94.29715999999985,18,0.0,312,697,19,522,262,7
42,-58.08876000000002,146,0.0,1773,783,23,537,157,39
43,-46.393,85,0.0,3586,754,28,537,181,74
44,-37.24064,45,0.0,4044,725,19,552,204,76
45,-41.56859999999999,49,0.0,3744,694,18,567,221,86
46,-47.986720000000005,29,0.0,2559,725,28,567,180,49
47,-43.684880000000014,55,0.0,1707,658,29,582,231,31
48,-73.81680000000006,22,0.0,759,636,15,627,222,14
49,-82.97768,27,0.0,247,604,22,642,232,4
50,-50.502000000000024,80,0.0,1282,637,23,657,183,35
51,-41.90988,128,0.0,3398,687,25,672,116,86
52,-43.336240000000025,144,0.0,3955,708,18,687,87,76
53,-47.18760000000002,136,0.0,4095,729,24,687,60,75
54,-54.424559999999985,53,0.0,2449,684,28,687,101,47
55,-180.68899999999996,71,0.0,1082,621,22,702,155,20
