timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-95.10824000000014,159,0.0,223,32,19,469,980,3
1,-96.04648000000005,227,0.0,644,91,1,469,939,22
2,-37.12332000000004,448,0.0,3729,332,19,454,695,70
3,-48.539039999999986,47,0.0,2923,426,18,469,587,62
4,-16.24052,61,0.0,3585,406,30,469,595,60
5,-16.511840000000003,290,0.0,5822,398,25,484,593,80
6,-34.98620000000001,326,0.0,3181,269,17,514,700,53
7,-56.54079999999997,209,0.0,1062,185,25,529,761,18
8,-156.94584000000006,39,0.0,155,175,19,544,762,0
9,-68.30587999999999,181,0.0,821,179,28,544,749,12
10,-43.950120000000005,399,0.0,4836,528,26,559,387,90
11,-83.42616000000002,66,0.0,3168,612,22,619,247,70
12,-91.40484,92,0.0,3777,620,24,664,192,91
13,-78.45520000000002,341,0.0,7088,471,26,709,294,113
14,-35.38524,201,0.0,3799,246,23,739,492,59
15,-51.30304000000001,200,0.0,1269,230,22,754,494,18
16,-125.05539999999999,12,0.0,166,206,19,784,491,9
17,-79.86939999999998,121,0.0,860,217,20,799,464,30
18,-54.16847999999999,348,0.0,5025,557,19,829,95,46
19,-86.98576000000001,34,0.0,3342,637,28,830,5,74
20,-89.19280000000002,130,0.0,4260,628,23,833,15,91
21,-58.10904000000002,253,0.0,6949,608,23,811,58,106
22,-51.73468000000001,156,0.0,3888,455,21,826,198,71
23,-56.492320000000014,59,0.0,1509,387,8,841,264,38
24,-91.69452000000008,17,0.0,204,370,27,841,262,11
25,-74.90975999999999,43,0.0,754,358,22,871,249,25
26,-49.697,146,0.0,4547,629,29,837,5,103
27,-63.75856000000003,40,0.0,3196,727,19,742,12,60
28,-44.73080000000001,86,0.0,3994,791,26,683,0,80
29,-35.438039999999994,119,0.0,6695,888,20,582,10,118
30,-39.87376000000001,164,0.0,3976,692,17,612,179,65
31,-49.032640000000015,71,0.0,1703,562,18,627,293,43
32,-82.90007999999979,21,0.0,339,534,28,642,296,7
33,-86.83060000000002,42,0.0,669,513,20,672,295,14
34,-49.06895999999999,71,0.0,3757,679,26,672,122,57
35,-43.20492000000001,67,0.0,3367,773,23,687,17,65
36,-31.128519999999988,92,0.0,4357,854,26,611,9,99
37,-29.41624000000001,130,0.0,6284,890,18,565,27,109
38,-37.37352,29,0.0,3661,801,15,580,104,82
39,-39.09067999999998,58,0.0,2042,667,18,595,220,34
40,-58.675000000000004,63,0.0,771,624,25,610,241,8
41,-95.31044000000001,14,0.0,305,599,15,640,246,5
42,-49.16084000000002,132,0.0,1780,686,27,640,147,39
43,-40.08208000000001,130,0.0,3583,662,20,655,163,77
44,-29.617400000000004,113,0.0,4047,652,16,670,162,74
45,-39.51635999999998,145,0.0,3749,653,24,670,153,81
46,-53.08276000000001,68,0.0,2554,694,15,685,106,49
47,-51.70875999999996,88,0.0,1707,635,27,685,153,30
48,-68.79892000000005,25,0.0,756,628,28,700,144,15
49,-106.91891999999996,23,0.0,256,586,16,745,153,7
50,-53.19924,59,0.0,1267,611,21,760,108,37
51,-45.23408,161,0.0,3366,672,21,775,32,74
52,-44.60096000000001,189,0.0,3976,690,17,778,15,81
53,-33.68892000000001,238,0.0,4128,739,15,740,6,77
54,-48.70836000000002,93,0.0,2440,695,23,740,42,45
55,-192.30965142857139,98,0.0,1080,639,15,755,91,17
