timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-61.46500000000001,160,0.0,223,165,6,349,980,3
1,-47.912159999999965,222,0.0,625,319,10,229,942,8
2,-116.30008000000001,451,0.0,3737,569,22,214,695,73
3,-238.73615999999998,52,0.0,2934,647,24,244,585,62
4,-217.58299999999997,86,0.0,3585,615,26,274,585,61
5,-153.07568,248,0.0,5813,562,24,319,595,97
6,-133.40555999999995,291,0.0,3194,443,13,334,710,52
7,-17.558600000000013,170,0.0,1058,461,1,259,779,22
8,-234.02064000000001,36,0.0,155,506,2,214,778,0
9,-339.89347999999995,217,0.0,821,514,10,214,762,13
10,-260.94532000000004,433,0.0,4823,849,28,229,394,87
11,-207.32188000000005,64,0.0,3162,951,23,274,252,67
12,-206.6449599999999,36,0.0,3767,969,21,304,206,80
13,-149.79047999999995,245,0.0,7109,798,26,334,341,120
14,-206.56987999999996,139,0.0,3807,549,22,379,550,67
15,-326.32887999999997,164,0.0,1269,524,21,394,561,21
16,-353.92172000000005,3,0.0,166,518,28,394,560,10
17,-319.04467999999997,58,0.0,829,530,24,409,537,17
18,-223.3744799999999,351,0.0,5056,873,20,439,168,47
19,-238.9006,54,0.0,3330,977,21,469,33,74
20,-209.7124400000001,65,0.0,4272,971,21,487,20,92
21,-102.92516,95,0.0,6930,902,23,493,82,130
22,-275.20156,125,0.0,3909,722,16,523,239,61
23,-287.6560400000001,72,0.0,1507,636,23,538,303,38
24,-342.4266,17,0.0,199,631,16,553,300,7
25,-345.14827999999994,32,0.0,740,631,26,553,290,15
26,-188.50155999999998,196,0.0,4576,902,24,568,6,95
27,-183.45567999999994,34,0.0,3154,1007,27,456,10,62
28,-221.27384,112,0.0,4026,1083,27,390,0,77
29,-100.36399999999995,60,0.0,6687,1147,26,318,9,122
30,-198.13568,97,0.0,3969,924,20,363,193,70
31,-289.70276000000007,55,0.0,1725,784,15,393,308,9
32,-331.69216,18,0.0,332,770,24,393,313,8
33,-321.2641200000001,22,0.0,669,760,19,408,313,13
34,-245.56668000000002,119,0.0,3743,913,17,438,132,57
35,-224.25715999999997,71,0.0,3381,994,22,468,16,65
36,-203.94340000000003,66,0.0,4339,1055,26,414,5,101
37,-185.97976000000006,69,0.0,6287,1042,24,406,27,126
38,-274.89916000000005,43,0.0,3741,951,15,436,98,55
39,-290.78831999999994,73,0.0,1975,809,27,451,213,37
40,-340.88108,81,0.0,773,781,19,466,234,9
41,-351.09975999999995,18,0.0,305,772,23,466,239,5
42,-318.19516000000004,137,0.0,1780,860,25,481,134,39
43,-249.02784000000003,86,0.0,3572,807,28,511,154,72
44,-247.216,87,0.0,4049,766,25,541,168,78
45,-239.93351999999987,68,0.0,3758,724,29,571,176,83
46,-270.73259999999993,61,0.0,2554,757,19,601,123,48
47,-320.3646,100,0.0,1724,705,15,616,164,27
48,-331.62448,36,0.0,739,705,26,616,153,16
49,-360.9938,22,0.0,250,693,27,616,164,5
50,-314.15612000000004,50,0.0,1273,725,26,631,118,38
51,-266.8292799999999,119,0.0,3366,769,20,661,50,73
52,-175.42056,135,0.0,3976,740,22,706,32,83
53,-234.25116,169,0.0,4115,747,21,721,11,75
54,-304.2341599999999,80,0.0,2453,692,26,736,46,46
55,-437.0266514285715,98,0.0,1078,621,30,751,98,17
