timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-32.00527999999999,173,0.0,225,146,11,364,979,1
1,-13.862599999999997,276,0.0,690,252,16,304,928,33
2,-23.525799999999993,451,0.0,3670,517,14,289,680,75
3,-59.23415999999997,38,0.0,2953,549,15,364,571,68
4,-55.71999999999999,65,0.0,3609,509,21,394,576,75
5,-23.232799999999997,372,0.0,5774,508,22,424,546,83
6,-26.56776000000001,333,0.0,3191,371,21,454,654,45
7,-19.57192000000001,166,0.0,1058,273,21,484,722,20
8,-38.00180000000001,39,0.0,159,300,10,469,721,3
9,-22.151080000000007,269,0.0,889,335,11,469,685,41
10,-60.15504,426,0.0,4778,669,22,484,325,82
11,-101.52056000000002,54,0.0,3134,745,24,544,187,67
12,-91.69915999999998,119,0.0,3767,763,17,604,116,81
13,-66.48476000000001,317,0.0,7144,601,15,649,235,102
14,-29.317800000000002,222,0.0,3778,380,16,679,425,49
15,-20.791240000000002,184,0.0,1264,353,26,694,427,18
16,-159.18395999999998,19,0.0,165,360,8,709,423,10
17,-49.05291999999998,163,0.0,900,398,18,709,375,47
18,-75.38903999999998,384,0.0,4978,721,25,754,0,51
19,-78.62655999999998,26,0.0,3349,795,24,676,5,74
20,-98.58552000000002,67,0.0,4241,762,26,700,12,87
21,-58.411919999999995,227,0.0,6961,713,17,710,60,115
22,-95.00759999999995,180,0.0,3895,516,16,770,198,69
23,-38.57036000000001,84,0.0,1513,443,15,785,257,25
24,-66.93427999999999,21,0.0,204,453,8,785,254,7
25,-26.855200000000007,119,0.0,738,480,9,785,226,16
26,-62.269920000000006,190,0.0,4559,746,28,721,5,103
27,-67.77112000000005,74,0.0,3290,846,15,632,7,70
28,-64.03439999999998,213,0.0,3943,920,22,557,0,88
29,-44.87252000000002,172,0.0,6613,994,22,479,5,114
30,-57.350560000000016,166,0.0,4015,774,25,524,177,65
31,-78.21668000000003,121,0.0,1707,626,15,584,275,15
32,-264.92355999999995,46,0.0,335,607,19,599,275,6
33,-86.46599999999992,69,0.0,669,569,21,644,266,10
34,-31.25328000000001,181,0.0,3752,727,19,689,65,58
35,-24.720319999999994,89,0.0,3391,779,19,699,3,59
36,-30.715000000000007,107,0.0,4320,845,16,634,5,101
37,-31.853039999999996,81,0.0,6324,839,24,613,24,100
38,-38.664200000000015,54,0.0,3634,716,24,658,101,86
39,-75.93675999999999,110,0.0,2045,559,16,718,207,32
40,-192.04519999999997,117,0.0,773,510,20,748,222,9
41,-236.52079999999998,54,0.0,305,487,28,763,222,5
42,-99.44880000000005,262,0.0,1814,551,15,823,111,47
43,-47.92360000000002,175,0.0,3552,499,25,868,108,72
44,-40.335960000000014,117,0.0,4044,452,29,913,106,76
45,-22.106159999999996,155,0.0,3744,428,21,958,93,85
46,-26.858159999999998,81,0.0,2561,435,20,1003,42,41
47,-35.52495999999999,111,0.0,1704,350,18,1048,84,33
48,-107.16768000000002,88,0.0,757,343,18,1078,61,13
49,-186.09712000000002,56,0.0,250,338,17,1078,67,3
50,-87.61147999999997,229,0.0,1282,376,18,1099,7,27
51,-23.32656,211,0.0,3427,446,18,1010,26,81
52,-26.998920000000002,224,0.0,3906,465,28,992,15,83
53,-28.64804,219,0.0,4128,483,24,989,4,76
54,-32.81136,91,0.0,2450,408,17,1034,41,29
55,-262.9102114285714,166,0.0,1070,332,24,1064,80,14
