timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-15.38575999999999,172,0.0,223,165,6,349,980,3
1,-14.502759999999999,272,0.0,625,274,4,289,933,8
2,-26.979159999999997,468,0.0,3737,532,26,259,683,74
3,-116.20839999999997,88,0.0,2934,599,29,304,568,62
4,-115.40420000000002,132,0.0,3599,550,27,364,559,65
5,-74.89147999999996,379,0.0,5803,534,24,409,533,85
6,-38.71455999999999,347,0.0,3184,421,15,424,640,59
7,-24.320719999999998,207,0.0,1064,382,11,409,698,21
8,-106.73232,44,0.0,155,463,6,334,697,0
9,-103.65968000000005,227,0.0,863,501,24,304,671,31
10,-107.16651999999999,403,0.0,4801,813,25,349,313,89
11,-70.66484000000001,67,0.0,3142,887,16,424,173,66
12,-97.99788000000001,22,0.0,3767,886,15,469,130,81
13,-94.06280000000004,295,0.0,7109,713,30,499,257,117
14,-82.27688000000002,307,0.0,3807,488,23,559,430,60
15,-47.21144000000002,222,0.0,1270,493,23,559,425,15
16,-261.47288,8,0.0,165,500,16,559,425,10
17,-72.00711999999994,134,0.0,918,508,26,574,392,56
18,-68.62692,342,0.0,4967,820,17,634,29,47
19,-114.98395999999998,44,0.0,3330,897,29,567,7,74
20,-94.32639999999995,72,0.0,4253,875,20,589,16,87
21,-55.60232000000003,127,0.0,6974,796,28,597,79,100
22,-92.75784000000002,235,0.0,3882,617,23,657,203,70
23,-230.51559999999998,168,0.0,1509,545,29,687,239,29
24,-314.03524000000004,41,0.0,199,540,27,702,231,7
25,-237.62559999999996,124,0.0,740,529,16,747,208,13
26,-82.46104000000003,228,0.0,4683,803,16,677,4,70
27,-50.92588,34,0.0,3079,882,16,590,12,61
28,-43.607279999999996,64,0.0,4280,931,15,548,6,121
29,-35.434839999999994,97,0.0,6370,1001,16,478,5,115
30,-62.39779999999998,204,0.0,4010,802,29,508,161,66
31,-140.40291999999997,151,0.0,1708,675,26,538,261,42
32,-280.1415599999999,55,0.0,339,656,29,553,262,8
33,-148.26056,68,0.0,679,633,16,598,253,18
34,-53.545599999999986,165,0.0,3755,785,22,628,65,44
35,-52.63759999999999,117,0.0,3359,851,23,626,0,65
36,-35.400879999999994,79,0.0,4339,922,23,550,5,99
37,-23.330560000000006,65,0.0,6287,908,20,545,26,126
38,-46.371480000000005,26,0.0,3679,796,25,575,104,77
39,-65.69291999999999,98,0.0,2037,644,19,620,217,39
40,-201.843,136,0.0,773,594,22,650,234,7
41,-333.2615200000001,35,0.0,305,583,30,650,237,4
42,-81.97075999999993,178,0.0,1780,640,22,710,128,39
43,-61.39788,196,0.0,3583,606,29,740,125,74
44,-54.14771999999999,81,0.0,4047,556,27,785,132,76
45,-57.971199999999996,160,0.0,3752,527,24,830,119,75
46,-96.99064000000004,166,0.0,2551,555,26,875,44,47
47,-97.76139999999995,177,0.0,1717,488,20,920,72,25
48,-99.86748000000001,68,0.0,748,488,19,935,58,13
49,-203.93660000000006,43,0.0,248,490,9,935,66,3
50,-122.41099999999997,142,0.0,1287,500,22,965,13,40
51,-71.99479999999998,199,0.0,3352,534,17,928,21,70
52,-86.39379999999998,308,0.0,4149,556,15,925,3,93
53,-65.47436000000002,228,0.0,3942,568,21,901,10,74
54,-72.76932000000004,142,0.0,2463,493,26,946,35,26
55,-228.24946857142857,146,0.0,1070,439,18,961,82,15
