timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-144.62864,160,0.0,223,127,14,379,980,3
1,-84.78688000000007,223,0.0,634,246,8,304,942,14
2,-12.06416,450,0.0,3744,506,13,289,692,68
3,-227.61323999999993,48,0.0,2918,578,19,319,584,62
4,-203.2025200000001,94,0.0,3585,544,28,349,579,61
5,-115.54491999999993,255,0.0,5847,500,15,394,591,78
6,-28.416399999999996,286,0.0,3161,393,6,394,707,46
7,-107.56172000000002,160,0.0,1057,372,0,349,779,22
8,-123.58735999999999,36,0.0,155,481,12,229,778,0
9,-269.07676000000004,221,0.0,821,502,7,229,762,13
10,-234.35935999999995,425,0.0,4823,841,20,244,395,88
11,-204.49436,66,0.0,3162,941,16,289,254,66
12,-222.98228000000003,33,0.0,3767,958,16,319,207,80
13,-148.42135999999996,257,0.0,7266,767,16,364,353,76
14,-214.72916,149,0.0,3661,533,16,409,542,44
15,-334.98300000000006,168,0.0,1258,508,28,409,555,19
16,-343.86107999999996,3,0.0,166,502,20,424,554,10
17,-304.72656,62,0.0,829,516,16,439,529,16
18,-210.43376000000004,378,0.0,5049,854,22,469,155,52
19,-231.56172,59,0.0,3337,957,25,499,19,74
20,-240.48232000000004,66,0.0,4253,954,30,504,12,86
21,-91.97040000000001,106,0.0,7088,867,15,523,95,83
22,-272.27356,125,0.0,3768,701,25,538,236,68
23,-289.5756800000001,75,0.0,1509,612,18,568,302,32
24,-355.27595999999994,18,0.0,199,608,25,568,299,7
25,-329.77808,34,0.0,740,609,19,583,289,15
26,-194.3297599999999,192,0.0,4576,883,24,587,6,96
27,-179.23600000000002,35,0.0,3154,987,27,476,10,62
28,-226.43031999999997,119,0.0,4578,1075,15,404,6,122
29,-99.63644,58,0.0,6199,1113,15,354,18,113
30,-164.23823999999996,98,0.0,3905,895,29,384,192,70
31,-279.4322399999998,56,0.0,1718,753,24,414,309,44
32,-334.94776,18,0.0,339,741,18,429,312,8
33,-333.7544000000001,24,0.0,669,731,28,429,312,12
34,-248.39127999999994,129,0.0,3743,891,25,459,125,58
35,-232.82928,75,0.0,3381,970,17,504,9,65
36,-191.68320000000008,65,0.0,4357,1028,20,443,9,100
37,-178.70351999999997,72,0.0,6269,1019,18,435,27,126
38,-273.48488000000003,47,0.0,3671,920,29,450,100,86
39,-279.74016,78,0.0,2045,776,30,480,214,38
40,-339.47192,79,0.0,773,749,21,495,235,8
41,-349.71836,18,0.0,305,741,24,495,240,5
42,-305.89612,145,0.0,1780,831,26,510,133,39
43,-232.5805999999999,94,0.0,3675,785,16,555,144,69
44,-258.67768,85,0.0,3946,736,26,570,168,78
45,-240.14927999999992,69,0.0,3753,690,18,615,177,86
46,-292.955,71,0.0,2559,726,24,630,120,47
47,-305.4130800000001,104,0.0,1706,670,24,645,161,34
48,-326.28164,41,0.0,757,673,18,660,149,16
49,-360.59996,23,0.0,250,661,19,660,160,4
50,-318.36784000000006,62,0.0,1273,692,20,675,113,37
51,-282.8842,122,0.0,3366,738,29,690,43,73
52,-139.60003999999995,136,0.0,3976,708,18,750,24,83
53,-224.17456000000007,184,0.0,4115,713,26,750,11,75
54,-291.53244000000007,99,0.0,2453,659,20,780,41,45
55,-417.2729142857143,101,0.0,1078,589,24,795,92,17
