timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-136.02195999999992,175,0.0,224,60,6,454,980,2
1,-55.064079999999976,315,0.0,633,115,4,454,927,12
2,-55.263479999999966,518,0.0,3728,361,18,454,667,74
3,-35.63268,56,0.0,2946,461,15,469,555,68
4,-41.08044,80,0.0,3677,434,28,469,569,90
5,-41.47987999999999,277,0.0,5709,432,22,484,562,95
6,-34.014639999999986,301,0.0,3188,305,19,499,677,61
7,-19.767240000000005,172,0.0,1065,238,22,499,741,17
8,-76.57291999999998,51,0.0,161,240,21,499,740,4
9,-67.42668,246,0.0,842,256,16,514,714,27
10,-76.98371999999999,390,0.0,4795,594,17,529,360,90
11,-65.67559999999997,51,0.0,3162,705,16,559,220,67
12,-69.68924,23,0.0,3820,719,18,589,174,105
13,-77.21108000000001,241,0.0,7081,538,17,619,326,112
14,-41.36512000000002,155,0.0,3791,310,16,649,525,48
15,-37.60747999999999,190,0.0,1260,295,26,649,530,19
16,-30.021119999999986,12,0.0,166,292,15,664,529,8
17,-26.743519999999997,104,0.0,841,303,13,679,504,20
18,-57.780760000000015,304,0.0,5037,644,17,694,145,53
19,-95.13640000000002,28,0.0,3364,737,28,724,11,79
20,-95.53900000000002,55,0.0,4226,730,26,727,17,87
21,-38.60423999999998,120,0.0,6949,693,28,703,76,129
22,-63.045,129,0.0,3909,512,23,733,232,63
23,-65.67376000000002,63,0.0,1507,450,6,748,296,32
24,-61.652360000000016,17,0.0,199,457,2,748,293,7
25,-47.35480000000001,58,0.0,747,467,8,748,277,18
26,-74.45324000000001,164,0.0,4589,753,20,725,2,91
27,-49.57275999999999,32,0.0,3141,879,27,587,7,63
28,-38.48876000000002,57,0.0,4197,966,16,515,3,113
29,-27.887280000000008,67,0.0,6548,1041,24,420,15,115
30,-34.375199999999985,109,0.0,3930,856,20,435,189,70
31,-34.43932000000001,59,0.0,1718,729,15,450,306,43
32,-47.10363999999993,17,0.0,347,717,24,450,309,14
33,-42.71376000000003,25,0.0,692,715,15,465,305,33
34,-29.246520000000004,49,0.0,3726,872,21,465,141,57
35,-28.728079999999995,56,0.0,3399,970,26,465,39,63
36,-29.208319999999997,48,0.0,4325,1053,16,422,9,101
37,-28.78228000000001,54,0.0,6306,1085,17,373,25,101
38,-31.59444,20,0.0,3650,999,21,373,107,69
39,-32.71044,28,0.0,2029,870,25,373,232,36
40,-37.37496000000001,35,0.0,773,837,15,388,260,9
41,-53.22659999999998,13,0.0,305,827,21,388,264,5
42,-30.418880000000005,104,0.0,1794,922,22,388,168,46
43,-22.95752,74,0.0,3558,901,24,388,187,75
44,-18.343159999999997,38,0.0,4058,873,25,388,214,76
45,-32.786640000000006,80,0.0,3763,862,29,388,221,67
46,-33.61587999999999,40,0.0,2540,899,17,403,181,49
47,-32.94588,54,0.0,1710,845,21,403,231,30
48,-38.25784000000001,22,0.0,753,847,27,403,223,16
49,-59.57580000000009,22,0.0,254,831,19,418,232,7
50,-23.418400000000002,55,0.0,1283,870,24,418,188,43
51,-19.756120000000003,94,0.0,3379,931,24,418,127,78
52,-17.288480000000003,122,0.0,3959,947,26,418,109,75
53,-33.046120000000016,135,0.0,4105,975,27,418,80,74
54,-40.42880000000002,54,0.0,2459,932,15,433,120,30
55,-142.5588057142857,76,0.0,1072,876,18,433,173,19
