timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-23.800600000000003,175,0.0,223,138,3,379,980,1
1,13.183559999999996,325,0.0,634,220,5,349,926,10
2,-19.066640000000003,537,0.0,3734,495,9,334,662,70
3,-89.02336,99,0.0,2947,545,19,394,541,66
4,-56.30988000000001,149,0.0,3627,500,27,439,534,76
5,-30.4174,359,0.0,5770,487,28,469,516,73
6,-22.85568000000001,379,0.0,3176,355,21,514,610,50
7,-22.56855999999999,255,0.0,1059,277,23,544,656,16
8,-74.89196000000003,72,0.0,161,313,5,529,653,4
9,8.1374,304,0.0,842,363,7,514,616,25
10,-80.24888,441,0.0,4795,699,23,529,249,89
11,-57.59067999999999,57,0.0,3172,773,29,589,109,69
12,-85.83776000000003,62,0.0,3786,755,20,664,61,94
13,-65.64971999999996,331,0.0,7105,582,16,724,178,112
14,-51.625319999999995,293,0.0,3784,359,30,769,342,55
15,-28.952439999999996,260,0.0,1267,332,26,814,328,15
16,-131.27008,34,0.0,166,329,20,829,322,5
17,-21.357919999999996,220,0.0,860,357,20,844,279,25
18,-45.67651999999999,425,0.0,5018,702,15,783,0,51
19,-80.72036,30,0.0,3349,778,26,691,5,73
20,-103.24424000000002,83,0.0,4241,749,23,714,14,87
21,-49.98968000000001,204,0.0,6974,684,24,731,61,99
22,-37.09300000000001,156,0.0,3882,489,17,791,203,71
23,-34.19024,91,0.0,1509,431,18,791,260,33
24,-29.127120000000005,45,0.0,207,428,11,806,255,8
25,-9.112920000000003,156,0.0,751,452,20,806,222,22
26,-61.87656000000001,268,0.0,4564,730,27,738,4,89
27,-56.87915999999999,80,0.0,3154,820,24,649,7,63
28,-26.955479999999994,104,0.0,4219,883,15,597,5,118
29,-31.407,125,0.0,6477,935,21,535,9,119
30,-17.22864,144,0.0,3979,702,22,595,181,70
31,-26.170359999999988,161,0.0,1722,524,15,685,276,19
32,-183.3284,81,0.0,345,485,16,730,269,12
33,-141.001,224,0.0,669,457,21,775,247,12
34,-38.893800000000006,334,0.0,3733,613,25,835,27,54
35,-40.7054,157,0.0,3381,680,28,792,0,62
36,-18.1412,129,0.0,4339,745,16,734,5,98
37,-36.61116000000001,116,0.0,6287,719,19,738,23,123
38,-26.314560000000004,60,0.0,3683,590,19,798,93,70
39,-45.14575999999996,144,0.0,2035,433,21,858,188,34
40,-43.83024,144,0.0,773,368,22,918,192,9
41,-169.24432,66,0.0,303,333,25,948,194,5
42,-51.22404000000001,335,0.0,1780,398,28,1008,66,37
43,-43.64776,246,0.0,3572,362,22,1068,48,69
44,-34.551439999999985,166,0.0,4049,327,22,1112,39,74
45,-21.38812,211,0.0,3787,314,15,1157,14,62
46,-25.675920000000005,149,0.0,2545,328,28,1138,6,42
47,-23.296960000000006,167,0.0,1686,245,21,1198,36,29
48,-53.56796,133,0.0,757,206,25,1258,11,12
49,-124.68515999999993,75,0.0,250,186,29,1273,12,3
50,-34.21664000000001,290,0.0,1273,211,28,1256,5,20
51,-29.44004,296,0.0,3366,275,17,1184,24,72
52,-33.38616,356,0.0,3976,311,28,1149,12,82
53,-18.28856,344,0.0,4137,352,28,1114,6,68
54,-22.70611999999999,177,0.0,2427,287,30,1159,24,45
55,-216.49711428571428,203,0.0,1087,201,16,1219,64,10
