timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-134.23184,156,0.0,217,75,7,439,979,0
1,-25.043119999999988,319,0.0,629,120,11,424,945,7
2,-8.776559999999996,572,0.0,3810,388,7,424,681,82
3,-31.003720000000012,104,0.0,2934,500,22,424,553,55
4,-26.477839999999993,121,0.0,3691,509,24,439,528,80
5,-35.67996,251,0.0,5712,515,19,469,497,122
6,-32.74043999999999,187,0.0,3201,333,27,484,656,69
7,-34.29072000000001,108,0.0,1074,230,18,514,738,27
8,-69.23584,31,0.0,159,187,26,544,743,2
9,-43.62288000000001,192,0.0,841,203,28,559,710,19
10,-35.03979999999999,302,0.0,4757,561,25,574,340,90
11,-33.433800000000005,29,0.0,3149,673,23,604,200,78
12,-35.531600000000005,29,0.0,3750,765,17,634,84,102
13,-32.882000000000005,135,0.0,7062,594,24,649,233,94
14,-32.12148000000001,129,0.0,3774,377,18,679,426,70
15,-33.72428000000003,171,0.0,1286,317,15,709,459,22
16,-115.08035999999998,22,0.0,161,287,27,724,462,2
17,-37.88844000000001,140,0.0,868,301,19,754,426,36
18,-27.719599999999996,270,0.0,4912,622,15,769,94,69
19,-30.202440000000003,45,0.0,3345,719,19,752,10,64
20,-44.03652,88,0.0,4268,712,29,751,8,97
21,-30.997,168,0.0,6911,643,19,759,79,135
22,-29.226840000000003,286,0.0,4007,405,23,774,298,53
23,-31.799639999999993,182,0.0,1448,348,24,789,339,20
24,-46.49671999999999,36,0.0,203,326,19,819,336,3
25,-35.892479999999985,175,0.0,762,315,24,834,327,20
26,-31.944319999999998,292,0.0,4559,680,25,795,0,73
27,-42.106040000000014,44,0.0,3203,740,15,722,23,69
28,-28.93124,91,0.0,4162,780,15,705,0,113
29,-24.15792,83,0.0,6524,893,25,559,23,129
30,-31.106520000000007,84,0.0,3980,670,15,589,226,68
31,-37.43664,117,0.0,1725,554,26,589,331,39
32,-42.27896000000005,7,0.0,337,527,26,604,343,11
33,-44.73652000000001,25,0.0,675,519,19,634,328,16
34,-30.668920000000004,109,0.0,3693,671,23,649,157,55
35,-28.807200000000005,35,0.0,3364,749,21,679,51,76
36,-27.93536,59,0.0,4473,726,16,709,49,113
37,-30.07148,188,0.0,6332,700,24,724,52,114
38,-28.25428,56,0.0,3626,613,17,754,116,71
39,-33.341560000000015,118,0.0,2050,452,15,784,249,27
40,-39.43884,54,0.0,755,415,27,784,274,12
41,-52.62139999999996,20,0.0,291,401,19,814,266,8
42,-31.551280000000013,214,0.0,1798,493,21,829,157,48
43,-32.52079999999998,142,0.0,3499,539,25,844,91,73
44,-29.0342,133,0.0,4117,486,29,859,126,93
45,-25.478039999999993,144,0.0,3786,460,19,889,132,77
46,-33.35980000000001,70,0.0,2554,483,19,904,94,48
47,-28.543520000000015,53,0.0,1721,371,18,934,177,31
48,-33.27655999999999,43,0.0,781,361,25,949,165,9
49,-44.261480000000034,14,0.0,248,323,23,979,175,4
50,-30.71232,92,0.0,1319,387,16,1009,88,58
51,-29.535440000000005,150,0.0,3293,474,20,1003,3,72
52,-26.286199999999994,136,0.0,4006,470,18,984,28,80
53,-36.24095999999998,133,0.0,4166,489,26,965,20,95
54,-41.767319999999984,38,0.0,2455,463,18,965,54,37
55,-160.71870285714283,70,0.0,1012,459,24,980,37,23
