timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-25.35024000000001,165,0.0,223,180,5,334,981,3
1,-16.92928000000001,274,0.0,634,263,13,289,935,13
2,-22.808679999999995,489,0.0,3728,535,11,274,680,75
3,-80.98515999999998,58,0.0,2934,595,29,304,572,61
4,-85.85112000000007,96,0.0,3585,559,19,349,573,62
5,-66.71788000000005,313,0.0,5817,540,17,379,564,85
6,-11.438799999999993,315,0.0,3186,432,12,379,677,51
7,-6.187799999999996,191,0.0,1062,382,12,364,742,19
8,-84.86576000000002,42,0.0,155,444,9,304,743,0
9,-12.853439999999999,228,0.0,821,481,9,289,721,9
10,-107.09392000000001,386,0.0,4823,806,27,304,363,90
11,-72.39408000000002,50,0.0,3172,898,29,349,224,69
12,-89.14879999999998,13,0.0,3757,888,21,409,182,81
13,-83.13696000000002,262,0.0,7109,722,23,439,315,118
14,-62.87192000000002,236,0.0,3809,508,21,469,502,58
15,-42.16011999999998,233,0.0,1268,487,15,499,499,15
16,-146.50616,26,0.0,165,498,9,499,494,9
17,-86.50659999999999,131,0.0,829,501,22,514,463,15
18,-56.69256000000003,318,0.0,5049,828,15,559,98,52
19,-83.43676000000002,34,0.0,3349,904,28,563,5,74
20,-64.33547999999999,46,0.0,4317,889,29,558,24,104
21,-40.293479999999995,100,0.0,6885,846,19,552,83,117
22,-64.00835999999998,152,0.0,3904,666,23,582,229,60
23,-121.49972,168,0.0,1500,580,26,627,267,35
24,-280.5256000000001,40,0.0,199,567,16,657,260,7
25,-144.96584000000004,94,0.0,747,552,23,687,238,16
26,-79.29991999999999,190,0.0,4569,826,15,653,6,95
27,-48.62032,31,0.0,3173,937,25,528,10,59
28,-37.417640000000006,50,0.0,4331,1015,15,458,12,124
29,-29.01176,59,0.0,6363,1098,28,365,9,122
30,-40.65388000000001,112,0.0,3979,912,20,380,188,67
31,-44.92919999999999,89,0.0,1708,787,29,380,304,42
32,-84.06091999999992,27,0.0,347,776,22,395,307,14
33,-58.14384000000007,31,0.0,671,767,17,410,306,21
34,-32.32187999999999,45,0.0,3742,930,18,410,142,59
35,-39.24767999999999,50,0.0,3372,1030,23,410,37,65
36,-35.026680000000006,46,0.0,4339,1116,26,353,5,102
37,-34.73396000000001,54,0.0,6287,1141,27,304,27,126
38,-41.93756000000001,13,0.0,3671,1056,15,319,109,86
39,-41.48428,29,0.0,2045,921,23,319,237,40
40,-50.728799999999985,28,0.0,773,890,27,319,264,9
41,-72.92847999999992,14,0.0,305,878,19,334,269,5
42,-50.506200000000014,100,0.0,1794,971,21,334,174,45
43,-41.81667999999999,66,0.0,3569,945,23,334,198,77
44,-37.54812000000001,34,0.0,4083,908,28,334,230,82
45,-40.06468,44,0.0,3727,895,29,334,242,69
46,-33.59795999999999,31,0.0,2542,936,29,334,201,41
47,-34.13704000000001,58,0.0,1704,880,19,349,252,35
48,-58.86204,27,0.0,757,884,25,349,242,15
49,-99.19315999999986,24,0.0,256,864,22,364,250,7
50,-47.58784,52,0.0,1267,907,23,364,206,40
51,-44.753479999999996,80,0.0,3381,963,26,364,147,78
52,-23.147560000000006,132,0.0,3981,983,28,364,125,76
53,-18.96348,169,0.0,4117,1019,29,364,88,73
54,-22.529760000000007,68,0.0,2427,971,19,379,131,47
55,-145.23842857142856,91,0.0,1084,917,20,379,184,14
