timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-169.06471999999988,153,0.0,223,56,13,454,977,2
1,-88.36343999999997,284,0.0,623,102,16,439,943,7
2,-34.56652,531,0.0,3815,358,17,439,686,81
3,-37.96096000000001,88,0.0,2946,482,20,439,559,58
4,-28.053400000000007,127,0.0,3707,497,27,439,537,80
5,-29.988000000000007,253,0.0,5698,511,28,454,507,98
6,-36.8112,156,0.0,3182,343,18,469,670,69
7,-58.99944000000001,78,0.0,1075,248,24,469,759,25
8,-82.58428000000013,12,0.0,163,240,27,469,764,7
9,-65.84563999999999,106,0.0,818,247,27,484,742,14
10,-36.26340000000001,207,0.0,4756,585,22,499,394,92
11,-52.55036,25,0.0,3128,702,17,514,267,74
12,-50.94416000000005,19,0.0,3813,817,24,514,145,114
13,-32.475319999999996,108,0.0,7029,642,29,529,300,103
14,-41.48336000000001,101,0.0,3784,431,21,544,504,72
15,-44.07492000000001,124,0.0,1285,378,19,559,544,23
16,-76.08515999999992,7,0.0,164,364,15,574,547,4
17,-69.17744000000003,36,0.0,847,370,17,589,524,27
18,-43.04004,181,0.0,4909,677,27,589,207,66
19,-51.22691999999999,32,0.0,3525,793,15,619,73,84
20,-47.73564000000002,51,0.0,4068,788,24,634,54,78
21,-39.91444,147,0.0,6970,711,19,649,121,115
22,-51.245880000000014,191,0.0,3980,474,27,649,350,63
23,-40.91727999999997,141,0.0,1458,414,18,664,404,21
24,-96.61819999999962,25,0.0,203,390,28,679,403,3
25,-75.83988000000002,104,0.0,752,373,25,694,408,15
26,-47.28988,210,0.0,4555,725,20,709,46,83
27,-53.19803999999997,32,0.0,3176,808,20,654,18,66
28,-35.1894,121,0.0,4223,862,19,617,2,120
29,-34.17296,97,0.0,6504,991,17,468,24,129
30,-46.07788000000002,86,0.0,3980,781,27,468,224,68
31,-50.130800000000015,110,0.0,1724,666,19,483,332,42
32,-103.44491999999997,2,0.0,338,643,15,498,344,11
33,-80.55020000000002,12,0.0,665,649,23,498,330,10
34,-46.84040000000001,92,0.0,3717,808,19,513,160,58
35,-46.58944000000002,24,0.0,3328,897,19,528,56,73
36,-47.999479999999984,34,0.0,4432,878,19,543,60,98
37,-37.6304,112,0.0,6520,835,15,558,92,93
38,-36.12940000000002,14,0.0,3501,748,18,573,161,74
39,-51.938120000000005,57,0.0,2044,596,29,573,302,43
40,-87.71083999999996,28,0.0,761,552,15,603,330,14
41,-119.71219999999971,9,0.0,291,547,27,603,323,8
42,-63.123000000000026,117,0.0,1763,639,24,618,219,34
43,-48.94715999999999,81,0.0,3524,682,29,618,171,69
44,-43.809560000000005,75,0.0,4150,630,17,633,220,92
45,-43.31504,101,0.0,3763,609,16,648,227,78
46,-48.11332000000001,35,0.0,2559,635,20,648,197,45
47,-55.536040000000014,26,0.0,1716,538,26,648,288,31
48,-86.8065600000001,19,0.0,781,531,28,663,278,11
49,-111.1949599999998,18,0.0,248,500,21,693,286,3
50,-55.838279999999976,38,0.0,1233,570,29,693,208,30
51,-45.658680000000004,58,0.0,3379,644,16,723,117,73
52,-52.69032000000002,104,0.0,4006,626,19,738,117,81
53,-58.40768,109,0.0,4166,622,29,753,96,97
54,-68.02372000000001,27,0.0,2487,571,15,783,131,19
55,-165.0949085714285,42,0.0,980,560,20,798,122,22
