timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-115.16808000000007,159,0.0,223,57,9,454,980,3
1,-108.12884000000014,230,0.0,625,102,18,439,941,8
2,-60.90287999999998,460,0.0,3743,380,5,424,691,71
3,-49.39927999999997,49,0.0,2940,486,12,424,578,69
4,-49.6894,56,0.0,3607,469,20,424,587,75
5,-31.65063999999999,248,0.0,5779,452,23,424,601,97
6,-43.08532000000001,299,0.0,3188,314,12,454,720,62
7,-56.778839999999995,147,0.0,1064,220,22,469,789,21
8,-104.29743999999975,33,0.0,155,215,11,484,790,0
9,-52.01331999999999,158,0.0,821,217,18,484,781,13
10,-68.57504,350,0.0,4823,573,18,484,425,90
11,-99.19196000000001,54,0.0,3162,661,26,529,284,67
12,-104.05516,99,0.0,3820,670,16,589,225,102
13,-104.57211999999994,316,0.0,7056,504,18,634,343,117
14,-30.285319999999995,175,0.0,3807,290,16,649,545,65
15,-58.62584,169,0.0,1270,283,18,649,550,19
16,-99.71332000000002,4,0.0,165,260,26,664,550,10
17,-43.674200000000056,71,0.0,860,279,16,679,526,34
18,-62.86972,296,0.0,5018,620,17,694,169,53
19,-110.08883999999999,26,0.0,3337,706,16,739,39,73
20,-109.09176000000005,124,0.0,4253,697,19,774,10,86
21,-62.470280000000024,212,0.0,6949,671,18,755,56,126
22,-83.84751999999996,187,0.0,3916,488,13,800,199,60
23,-61.467760000000006,63,0.0,1502,445,8,785,262,32
24,-95.36108000000004,15,0.0,197,452,19,770,259,7
25,-85.83771999999992,40,0.0,740,458,23,770,249,16
26,-79.32544000000001,139,0.0,4586,731,28,741,0,90
27,-61.31784,26,0.0,3151,844,17,632,7,63
28,-54.69568000000002,52,0.0,4019,910,23,567,0,80
29,-31.800160000000005,92,0.0,6695,1007,25,459,9,118
30,-40.76984,111,0.0,3961,816,19,474,191,70
31,-55.47500000000001,54,0.0,1718,685,17,489,309,45
32,-91.68528000000009,15,0.0,339,671,28,489,312,8
33,-82.45096000000012,20,0.0,669,655,29,504,312,14
34,-49.46492000000001,36,0.0,3743,799,28,519,154,58
35,-47.508680000000005,47,0.0,3413,903,18,534,45,63
36,-27.45612,51,0.0,4325,991,19,481,9,101
37,-26.23219999999999,96,0.0,6284,1019,28,427,26,109
38,-38.66676000000001,24,0.0,3664,932,22,442,104,77
39,-40.12488000000001,45,0.0,2037,799,20,457,224,36
40,-62.784559999999935,47,0.0,773,771,25,457,247,9
41,-113.47736000000005,11,0.0,305,756,20,472,252,5
42,-63.74899999999999,105,0.0,1780,850,24,472,154,39
43,-44.98392,94,0.0,3583,827,26,472,175,77
44,-25.7342,76,0.0,4047,811,16,487,186,74
45,-31.954200000000014,131,0.0,3763,809,23,487,181,68
46,-52.606200000000015,50,0.0,2540,841,19,502,138,49
47,-51.02192,62,0.0,1710,784,26,502,188,30
48,-65.08248000000003,24,0.0,753,786,17,517,180,16
49,-114.03700000000026,21,0.0,250,763,29,517,191,5
50,-77.06096000000007,44,0.0,1282,800,22,532,146,42
51,-55.26664000000001,108,0.0,3357,859,28,532,81,75
52,-47.03443999999999,146,0.0,4010,880,17,547,56,83
53,-27.864680000000007,159,0.0,4094,912,19,547,22,78
54,-39.415760000000006,73,0.0,2440,866,24,547,63,46
55,-172.63748571428573,82,0.0,1080,813,26,547,114,17
