timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-5.928079999999999,172,0.0,223,149,7,364,980,3
1,2.812640000000002,265,0.0,625,264,10,289,937,8
2,-20.23295999999999,482,0.0,3743,520,17,274,689,70
3,-117.03995999999994,86,0.0,2959,587,24,319,570,68
4,-130.11883999999998,100,0.0,3639,542,20,364,574,87
5,-79.38171999999999,333,0.0,5746,529,22,394,555,73
6,-44.57724,332,0.0,3183,401,23,409,667,41
7,-4.464880000000002,205,0.0,1052,355,6,409,730,12
8,-99.74656,43,0.0,154,451,1,319,729,0
9,-95.62107999999999,213,0.0,821,494,21,274,711,11
10,-120.07196000000002,409,0.0,4823,813,23,319,345,90
11,-87.84827999999997,61,0.0,3172,899,18,379,204,69
12,-95.90464000000001,17,0.0,3757,905,25,409,161,81
13,-96.80499999999999,293,0.0,7144,722,16,469,293,100
14,-99.06759999999998,278,0.0,3774,502,27,499,472,58
15,-78.05979999999998,212,0.0,1270,501,14,514,471,14
16,-291.32047999999986,8,0.0,163,500,15,514,471,10
17,-75.91227999999998,122,0.0,860,500,28,529,443,31
18,-84.517,345,0.0,5025,812,18,589,81,47
19,-108.87903999999997,42,0.0,3342,892,28,576,4,74
20,-107.68848,84,0.0,4567,887,16,597,0,119
21,-41.58727999999999,102,0.0,6658,820,24,575,81,93
22,-93.00703999999999,209,0.0,3872,642,24,620,214,70
23,-225.77868,153,0.0,1509,568,29,650,253,35
24,-295.5588799999999,35,0.0,199,564,25,665,246,7
25,-222.2446399999999,98,0.0,747,552,28,695,225,16
26,-74.28100000000002,204,0.0,4569,822,29,643,6,96
27,-51.03619999999999,33,0.0,3154,934,24,532,10,62
28,-38.85763999999998,54,0.0,4035,1000,24,476,0,78
29,-30.493560000000006,76,0.0,6668,1083,29,378,10,123
30,-32.63692000000002,137,0.0,3989,895,18,408,179,66
31,-119.06588000000002,123,0.0,1709,775,18,423,284,40
32,-241.64955999999998,38,0.0,338,765,27,423,285,8
33,-84.20832000000016,36,0.0,669,757,22,438,283,13
34,-43.817960000000014,60,0.0,3743,915,15,453,117,58
35,-42.35004,76,0.0,3479,1010,16,468,6,74
36,-35.42784,51,0.0,4259,1090,28,373,9,100
37,-33.644680000000015,56,0.0,6278,1114,21,339,26,123
38,-42.47436,17,0.0,3662,1021,16,354,108,86
39,-51.542599999999986,41,0.0,2045,886,16,369,229,35
40,-71.22563999999988,46,0.0,773,851,27,369,253,9
41,-113.46436000000004,20,0.0,305,832,26,384,258,4
42,-56.29496000000003,115,0.0,1780,920,23,399,158,39
43,-27.708399999999997,101,0.0,3583,890,19,414,177,75
44,-29.421319999999984,39,0.0,4038,857,29,414,200,78
45,-29.471,73,0.0,3753,833,25,429,213,86
46,-33.44119999999999,48,0.0,2559,875,16,444,165,49
47,-38.29112000000002,85,0.0,1706,820,26,444,210,35
48,-122.76072000000005,50,0.0,758,818,25,459,198,14
49,-213.78768000000025,36,0.0,249,799,21,474,206,3
50,-79.98256000000008,67,0.0,1282,833,18,489,160,41
51,-50.62555999999999,101,0.0,3372,887,28,489,96,78
52,-52.209120000000006,165,0.0,3961,903,22,504,71,81
53,-36.098560000000006,175,0.0,4128,942,25,504,29,77
54,-47.85075999999998,70,0.0,2440,892,16,519,73,45
55,-212.70868571428565,113,0.0,1078,828,17,534,121,18
