timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,39.22171999999999,173,0.0,223,141,14,364,981,2
1,39.18944,323,0.0,634,253,3,319,925,13
2,-33.939039999999984,508,0.0,3728,537,21,274,668,74
3,-100.50655999999996,71,0.0,2965,595,17,334,554,67
4,-88.09859999999999,106,0.0,3554,551,29,364,556,61
5,-72.90171999999998,328,0.0,5813,530,27,409,534,96
6,-17.881039999999995,325,0.0,3190,409,27,424,640,52
7,-4.347479999999999,209,0.0,1063,344,18,439,699,17
8,-43.32371999999999,58,0.0,154,378,14,409,699,0
9,9.878999999999996,275,0.0,879,432,12,394,662,38
10,-87.19592,421,0.0,4846,749,15,439,297,64
11,-69.53247999999998,53,0.0,3091,823,29,484,164,69
12,-80.0284,38,0.0,3757,822,30,529,119,80
13,-92.86404000000003,282,0.0,7160,652,25,574,249,95
14,-37.45764000000001,209,0.0,3756,427,25,604,444,60
15,-24.204720000000002,216,0.0,1269,417,23,619,441,18
16,-83.12575999999999,30,0.0,166,409,20,634,437,5
17,-13.190719999999994,157,0.0,841,432,15,649,403,19
18,-58.95831999999999,364,0.0,5055,776,29,664,31,52
19,-82.30827999999998,28,0.0,3331,873,23,599,5,73
20,-98.74975999999992,64,0.0,4241,852,24,609,15,87
21,-45.96132000000001,143,0.0,6974,810,16,596,78,100
22,-59.26820000000002,130,0.0,3891,624,20,626,230,61
23,-79.60100000000003,75,0.0,1500,509,28,671,292,38
24,-22.475319999999993,32,0.0,205,501,10,701,288,9
25,-29.722159999999995,127,0.0,753,509,29,701,261,23
26,-85.49932000000003,214,0.0,4557,798,30,666,6,94
27,-50.51844,51,0.0,3186,920,17,551,12,61
28,-30.55996,70,0.0,3994,988,16,496,0,80
29,-24.44324,89,0.0,6677,1078,23,390,9,122
30,-30.676,122,0.0,3979,877,17,420,186,70
31,-31.29856000000001,73,0.0,1719,741,25,435,299,41
32,-43.78699999999997,23,0.0,342,712,21,465,302,10
33,-40.314360000000015,59,0.0,686,692,19,495,294,27
34,-28.04616,121,0.0,3722,844,22,510,124,57
35,-31.566880000000012,81,0.0,3387,947,22,525,6,65
36,-20.76648,76,0.0,4333,1028,25,442,5,100
37,-23.232039999999998,64,0.0,6296,1038,28,408,26,123
38,-31.009240000000002,21,0.0,3670,944,28,423,105,78
39,-29.977479999999986,46,0.0,2039,801,19,453,227,34
40,-36.349680000000006,49,0.0,771,760,20,468,252,9
41,-47.99880000000007,31,0.0,305,723,24,498,255,5
42,-27.808559999999996,171,0.0,1794,809,24,513,154,45
43,-28.131560000000007,99,0.0,3558,779,26,528,167,73
44,-26.532319999999995,51,0.0,4117,740,21,543,196,81
45,-24.85400000000001,67,0.0,3690,716,27,558,199,82
46,-32.6118,57,0.0,2556,748,28,573,151,41
47,-31.954640000000005,83,0.0,1708,685,17,603,195,31
48,-36.469159999999995,27,0.0,753,672,23,618,187,16
49,-58.19888000000003,31,0.0,250,628,26,648,198,4
50,-35.15815999999999,131,0.0,1282,652,19,678,151,37
51,-32.14256,137,0.0,3384,699,29,693,79,77
52,-21.821800000000003,166,0.0,3983,718,25,708,49,82
53,-26.981600000000004,207,0.0,4081,748,23,718,11,73
54,-36.35468,82,0.0,2449,695,22,733,50,47
55,-167.7623085714286,96,0.0,1082,631,19,748,102,18
