timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-6.513799999999999,175,0.0,223,125,2,394,979,3
1,14.341880000000007,295,0.0,644,202,7,364,927,20
2,15.498280000000003,486,0.0,3816,478,5,349,668,67
3,-54.97987999999999,54,0.0,2848,539,17,379,565,69
4,-85.6212,106,0.0,3677,505,15,409,571,91
5,-58.426840000000006,268,0.0,5727,502,22,409,567,74
6,-24.0196,289,0.0,3172,368,23,424,685,53
7,-17.85832,190,0.0,1063,305,23,424,748,13
8,0.2689200000000028,49,0.0,157,315,16,424,745,2
9,18.675400000000003,290,0.0,913,377,12,409,701,52
10,-71.31860000000002,408,0.0,4748,712,28,409,351,88
11,-76.03863999999999,52,0.0,3142,819,29,439,213,67
12,-66.02004,18,0.0,3796,819,26,484,171,97
13,-66.34060000000001,257,0.0,7105,647,17,529,307,112
14,-35.92508,151,0.0,3784,413,17,559,511,61
15,-28.08772,166,0.0,1272,399,26,559,516,16
16,-14.607719999999995,7,0.0,161,401,24,559,516,10
17,-17.028879999999994,150,0.0,841,412,27,574,486,20
18,-81.36723999999997,395,0.0,5065,754,16,619,111,52
19,-116.09403999999995,32,0.0,3309,848,25,619,8,74
20,-83.24512000000001,70,0.0,4349,830,23,626,20,111
21,-35.85824000000002,105,0.0,6878,784,17,615,84,102
22,-58.408919999999995,114,0.0,3882,599,18,645,238,71
23,-95.89987999999995,74,0.0,1511,487,25,690,298,32
24,-4.510239999999998,24,0.0,203,496,19,690,295,10
25,-14.117359999999996,113,0.0,734,507,25,690,278,13
26,-95.77776000000001,219,0.0,4629,801,15,684,0,78
27,-62.40372,50,0.0,3108,909,25,559,7,63
28,-47.685399999999994,95,0.0,4019,966,28,506,0,79
29,-27.26787999999999,98,0.0,6695,1061,18,411,10,119
30,-33.42744000000001,109,0.0,3971,864,20,426,190,67
31,-37.60231999999999,81,0.0,1709,727,25,441,307,41
32,-46.536159999999995,22,0.0,338,705,29,456,310,8
33,-29.35524,38,0.0,690,705,23,471,301,29
34,-37.051559999999974,117,0.0,3731,853,21,501,125,58
35,-36.22867999999999,90,0.0,3378,948,27,516,9,65
36,-31.800440000000002,66,0.0,4333,1019,22,454,5,101
37,-32.12740000000001,58,0.0,6287,1029,24,419,27,126
38,-34.48003999999999,19,0.0,3734,932,15,449,104,54
39,-39.84355999999999,61,0.0,1985,785,26,464,225,29
40,-48.19487999999999,74,0.0,770,729,16,509,246,8
41,-83.82003999999998,54,0.0,305,690,23,539,248,3
42,-52.52136,196,0.0,1805,751,18,584,147,47
43,-47.91111999999998,110,0.0,3588,718,15,614,152,73
44,-46.875199999999985,70,0.0,4173,663,15,644,178,63
45,-39.108000000000004,84,0.0,3588,637,23,659,181,86
46,-43.552600000000005,55,0.0,2559,661,16,689,134,48
47,-76.53671999999999,93,0.0,1706,579,24,719,178,35
48,-94.188,37,0.0,757,541,27,764,168,16
49,-142.43355999999994,62,0.0,250,501,17,809,173,2
50,-109.79224000000005,184,0.0,1273,522,25,839,114,30
51,-98.24492,164,0.0,3366,551,28,884,37,75
52,-69.80336000000001,198,0.0,3976,551,15,920,14,82
53,-59.15547999999999,218,0.0,4224,562,16,904,18,63
54,-81.76835999999999,125,0.0,2348,501,26,934,39,33
55,-132.32461142857142,119,0.0,1077,454,22,934,90,12
