timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-108.11443999999999,160,0.0,223,147,9,364,980,3
1,-88.51712,222,0.0,625,290,9,259,942,8
2,-40.55503999999999,438,0.0,3737,546,13,244,697,74
3,-248.07596,51,0.0,2934,621,17,274,588,62
4,-237.72943999999998,92,0.0,3585,590,19,304,587,61
5,-144.89296000000004,260,0.0,5822,541,19,349,591,80
6,-65.18227999999998,286,0.0,3179,426,11,349,714,62
7,-26.101200000000013,172,0.0,1064,444,2,274,780,22
8,-220.30064000000002,36,0.0,155,505,2,214,779,0
9,-333.29875999999996,223,0.0,821,513,11,214,762,13
10,-239.26620000000005,417,0.0,4823,854,23,229,394,90
11,-235.23983999999993,60,0.0,3162,959,29,259,253,66
12,-215.85584000000003,41,0.0,3767,970,21,304,205,80
13,-155.01616000000007,254,0.0,7109,790,24,349,336,120
14,-189.47616,139,0.0,3810,542,15,394,549,58
15,-342.6308,167,0.0,1266,516,30,394,560,20
16,-344.75275999999997,3,0.0,166,510,22,409,559,10
17,-322.28324,61,0.0,829,523,18,424,535,16
18,-212.99283999999983,373,0.0,5049,865,22,454,159,52
19,-230.8692,53,0.0,3337,969,21,484,26,74
20,-228.24731999999992,65,0.0,4253,965,25,495,15,86
21,-97.8102,98,0.0,6961,891,22,501,86,120
22,-282.6364000000001,117,0.0,3895,718,28,516,238,71
23,-286.56108,71,0.0,1509,632,19,546,303,38
24,-355.12736,18,0.0,199,628,26,546,300,7
25,-333.35388,33,0.0,740,628,20,561,291,15
26,-208.12992,193,0.0,4583,903,27,565,4,90
27,-193.18556000000004,31,0.0,3147,1007,29,454,10,62
28,-232.99504000000007,113,0.0,4350,1094,15,380,11,124
29,-86.10300000000004,55,0.0,6332,1156,24,315,5,115
30,-187.9102,100,0.0,4000,929,20,360,191,70
31,-290.75972000000013,52,0.0,1719,788,28,375,309,42
32,-333.43164,18,0.0,338,775,23,390,312,8
33,-314.65667999999994,20,0.0,669,765,18,405,312,13
34,-252.66080000000008,117,0.0,3779,924,16,435,125,49
35,-234.18524000000002,66,0.0,3345,994,26,465,15,65
36,-189.53428000000008,64,0.0,4339,1057,30,408,5,101
37,-171.92056000000008,68,0.0,6287,1050,22,400,27,126
38,-247.62164,43,0.0,3671,953,16,430,100,86
39,-276.1286799999999,75,0.0,2045,808,17,460,215,37
40,-352.63944,84,0.0,773,781,24,460,235,8
41,-353.22351999999995,18,0.0,305,772,28,460,240,5
42,-313.70955999999995,137,0.0,1780,860,29,475,136,39
43,-201.60920000000004,87,0.0,3572,807,18,520,155,72
44,-262.49431999999996,87,0.0,4049,769,27,535,169,78
45,-211.45163999999994,66,0.0,3758,728,16,580,176,83
46,-291.02739999999994,65,0.0,2554,761,21,595,123,47
47,-308.2282,100,0.0,1706,708,17,610,165,35
48,-339.43468,39,0.0,757,708,29,610,153,16
49,-360.59656,22,0.0,250,696,30,610,164,5
50,-307.96852,61,0.0,1273,726,17,640,117,39
51,-266.1968799999999,114,0.0,3366,770,24,655,51,73
52,-155.32000000000002,146,0.0,4195,748,16,715,21,97
53,-215.3890800000001,166,0.0,3896,741,22,726,11,75
54,-281.68000000000006,89,0.0,2453,684,29,741,46,46
55,-393.9780057142857,99,0.0,1078,614,17,771,98,17
