timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-96.76543999999997,160,0.0,223,153,3,364,980,3
1,-76.3424,222,0.0,625,309,5,244,942,8
2,-108.0806,450,0.0,3737,564,28,214,694,74
3,-232.1442,53,0.0,2997,647,15,259,579,75
4,-224.39856000000006,91,0.0,3709,621,16,289,574,110
5,-140.90356000000003,242,0.0,5626,559,18,334,589,97
6,-97.61124000000002,292,0.0,3197,443,14,334,709,41
7,-66.33031999999999,169,0.0,1058,448,0,274,778,13
8,-186.46844000000002,37,0.0,152,505,5,214,776,0
9,-340.38236,227,0.0,821,513,15,214,758,13
10,-254.4861999999999,416,0.0,4823,852,28,229,391,88
11,-209.55159999999992,64,0.0,3236,960,16,274,250,83
12,-214.04163999999997,31,0.0,3693,975,19,304,202,81
13,-172.92132,250,0.0,7117,802,15,349,334,113
14,-197.54000000000002,149,0.0,3799,539,21,394,546,67
15,-325.46308000000005,170,0.0,1269,518,19,409,554,19
16,-358.561,3,0.0,166,512,26,409,553,10
17,-333.03652,63,0.0,829,525,22,424,529,17
18,-200.77848000000006,377,0.0,5049,864,27,454,155,52
19,-246.1204,54,0.0,3337,968,27,484,21,74
20,-204.01779999999997,78,0.0,4504,981,15,503,1,120
21,-101.14172,104,0.0,7057,848,15,522,115,100
22,-256.9482,124,0.0,3548,707,24,537,232,68
23,-276.62871999999993,77,0.0,1509,620,17,567,296,38
24,-359.57448,18,0.0,199,615,25,567,293,7
25,-330.17611999999997,43,0.0,740,615,20,582,283,15
26,-217.6825199999999,204,0.0,4566,895,28,572,5,101
27,-165.45855999999998,35,0.0,3164,998,17,475,10,62
28,-229.26911999999993,115,0.0,4026,1068,24,408,0,78
29,-131.61760000000007,67,0.0,6899,1101,15,350,34,89
30,-193.39236,101,0.0,3757,899,29,380,192,70
31,-291.53092,56,0.0,1718,757,24,410,309,44
32,-334.34324000000004,18,0.0,339,745,18,425,312,8
33,-339.43415999999996,30,0.0,669,736,28,425,311,11
34,-242.18932000000007,122,0.0,3743,900,19,455,126,58
35,-235.47415999999987,73,0.0,3381,977,27,485,11,65
36,-209.35123999999993,65,0.0,4339,1038,30,427,5,101
37,-174.3718800000001,71,0.0,6287,1026,29,417,27,126
38,-248.82848000000007,48,0.0,3676,933,24,447,96,83
39,-266.45692,73,0.0,2040,790,23,477,210,38
40,-353.76795999999996,80,0.0,773,763,30,477,230,8
41,-339.21396,18,0.0,305,755,18,492,235,5
42,-318.32724,143,0.0,1780,843,21,507,129,39
43,-242.12771999999998,92,0.0,3572,790,25,537,148,72
44,-261.83856,87,0.0,4049,748,20,567,165,77
45,-234.1087599999999,71,0.0,3753,699,30,597,174,86
46,-288.5574,74,0.0,2559,735,21,627,117,47
47,-309.9122399999999,104,0.0,1706,680,19,642,159,35
48,-345.4682399999999,41,0.0,757,682,28,642,148,16
49,-358.99624,23,0.0,250,670,29,642,159,4
50,-311.44228000000004,65,0.0,1273,700,16,672,112,37
51,-281.4720799999999,125,0.0,3366,743,28,687,42,73
52,-176.57083999999995,143,0.0,4094,726,16,747,11,95
53,-223.02624000000003,177,0.0,3997,719,20,750,11,74
54,-293.64484,109,0.0,2464,667,15,780,38,28
55,-420.86933714285715,103,0.0,1067,594,20,795,91,17
