timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-106.09743999999999,175,0.0,230,113,14,394,979,1
1,-40.39643999999999,278,0.0,660,218,1,349,932,28
2,-12.708319999999999,472,0.0,3711,461,22,334,683,68
3,-50.550079999999994,37,0.0,2937,538,22,364,575,68
4,-33.73847999999999,48,0.0,3719,502,16,394,588,109
5,-22.411200000000004,300,0.0,5734,493,29,394,584,51
6,-19.818440000000002,295,0.0,3121,376,19,409,696,46
7,-28.48571999999999,147,0.0,1057,295,28,409,768,22
8,-35.90860000000001,31,0.0,155,289,18,424,769,0
9,-19.77491999999999,234,0.0,821,307,21,424,748,8
10,-64.0966,440,0.0,4823,651,17,454,378,90
11,-83.05652000000003,53,0.0,3181,743,17,499,241,71
12,-83.01532000000003,93,0.0,3748,762,17,544,177,81
13,-68.75344000000003,290,0.0,7399,584,15,574,326,85
14,-37.642160000000004,186,0.0,3531,397,17,589,497,42
15,-24.447519999999997,167,0.0,1255,373,15,604,508,19
16,-112.47496000000007,13,0.0,170,372,4,619,504,12
17,-52.608640000000015,126,0.0,856,392,22,619,467,30
18,-50.18720000000001,347,0.0,5018,731,25,649,95,51
19,-75.90752,26,0.0,3337,806,19,667,8,74
20,-84.02824,47,0.0,4253,792,16,677,15,87
21,-52.005840000000006,155,0.0,6996,741,29,651,79,82
22,-70.11568,142,0.0,3860,557,23,696,224,68
23,-67.65136000000004,79,0.0,1511,462,27,726,285,27
24,-60.93007999999999,22,0.0,197,479,14,726,281,6
25,-18.915519999999997,65,0.0,747,497,10,726,267,15
26,-55.585000000000015,173,0.0,4559,768,20,707,5,103
27,-48.08080000000001,48,0.0,3270,880,15,593,12,70
28,-42.3296,161,0.0,3979,973,17,510,0,94
29,-29.123799999999985,131,0.0,6618,1068,28,394,10,122
30,-34.65744000000001,126,0.0,3989,868,22,424,186,67
31,-53.88751999999999,85,0.0,1709,730,16,454,300,41
32,-198.50683999999984,34,0.0,338,711,19,469,301,7
33,-90.32891999999997,35,0.0,669,693,24,484,299,14
34,-44.77096,75,0.0,3743,849,20,499,132,58
35,-42.280119999999975,72,0.0,3387,948,22,514,16,65
36,-31.65044,56,0.0,4395,1016,25,447,12,113
37,-34.09724,56,0.0,6240,1044,18,412,26,109
38,-40.23196000000001,21,0.0,3656,945,20,427,107,86
39,-43.64607999999999,32,0.0,2047,809,18,442,231,34
40,-79.15016000000001,36,0.0,771,758,28,457,257,9
41,-93.73979999999995,14,0.0,305,726,26,487,261,5
42,-66.43896000000001,131,0.0,1780,815,24,502,159,39
43,-43.346039999999995,89,0.0,3583,785,16,517,182,77
44,-37.6852,45,0.0,4047,749,28,517,206,76
45,-40.97272,48,0.0,3752,724,21,532,223,76
46,-48.439440000000005,30,0.0,2551,756,29,532,183,49
47,-46.45728000000004,54,0.0,1707,695,23,547,235,31
48,-80.16067999999994,21,0.0,756,680,17,577,226,14
49,-87.93471999999994,26,0.0,250,636,21,607,236,4
50,-47.58207999999999,87,0.0,1282,666,25,622,187,33
51,-42.20172000000001,128,0.0,3404,711,16,652,121,84
52,-43.49508000000003,148,0.0,3949,735,22,652,91,76
53,-41.1252,132,0.0,4099,755,15,667,63,76
54,-50.103960000000036,54,0.0,2449,701,26,667,106,46
55,-176.37530857142858,77,0.0,1080,634,23,682,161,17
