timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,10.13316,175,0.0,224,132,9,379,980,1
1,25.864520000000002,321,0.0,666,227,0,349,924,25
2,-30.671120000000005,504,0.0,3695,502,12,319,667,74
3,-90.54024,67,0.0,2946,565,17,364,554,68
4,-77.99424000000002,109,0.0,3607,512,23,409,556,74
5,-38.62971999999999,306,0.0,5797,505,24,424,547,73
6,-12.985559999999998,326,0.0,3170,377,12,454,657,61
7,-9.068439999999994,200,0.0,1064,312,24,454,710,19
8,-40.261280000000006,67,0.0,162,343,10,439,708,4
9,22.50188,258,0.0,814,395,11,409,685,11
10,-86.09536,427,0.0,4843,744,27,409,320,88
11,-83.2712,49,0.0,3142,841,22,454,183,67
12,-84.59720000000002,33,0.0,3767,838,24,499,139,80
13,-79.42488,275,0.0,7117,663,22,544,271,113
14,-46.2422,192,0.0,3801,442,16,574,468,56
15,-27.263400000000004,200,0.0,1270,431,28,574,467,15
16,-32.69376,20,0.0,167,414,14,604,467,6
17,-19.630719999999986,158,0.0,874,443,26,604,427,41
18,-74.09743999999999,339,0.0,5000,767,19,649,65,52
19,-84.13635999999997,28,0.0,3407,858,15,622,5,79
20,-91.76371999999998,67,0.0,4259,838,25,617,20,104
21,-39.60788000000003,157,0.0,6932,791,25,602,82,85
22,-55.79208,128,0.0,3850,601,23,647,229,63
23,-90.84508,83,0.0,1507,495,26,692,287,32
24,-25.86740000000001,28,0.0,199,497,28,692,283,5
25,-45.36492,107,0.0,747,509,27,707,257,18
26,-93.91692000000002,226,0.0,4602,783,27,690,0,76
27,-45.503479999999996,58,0.0,3128,887,16,590,7,63
28,-30.334519999999994,76,0.0,4019,953,15,532,0,80
29,-23.428080000000005,87,0.0,6695,1040,23,427,10,119
30,-28.238679999999995,119,0.0,3961,838,19,457,186,70
31,-30.05944000000001,78,0.0,1719,708,23,472,297,39
32,-42.050600000000045,25,0.0,342,681,18,502,299,10
33,-46.08092000000002,68,0.0,665,649,26,532,293,14
34,-28.624880000000008,125,0.0,3787,810,27,547,116,52
35,-28.358559999999986,78,0.0,3356,900,29,562,9,57
36,-23.963560000000008,68,0.0,4320,989,23,483,5,100
37,-21.96624000000001,61,0.0,6287,1000,23,449,27,126
38,-28.253320000000006,21,0.0,3676,905,23,464,108,83
39,-31.351399999999998,40,0.0,2045,766,24,479,231,27
40,-34.6794,52,0.0,768,720,29,494,257,9
41,-52.90892000000004,18,0.0,305,685,30,524,261,5
42,-31.10248000000001,164,0.0,1780,767,22,554,157,39
43,-24.628159999999994,101,0.0,3572,735,22,569,174,74
44,-22.653439999999996,55,0.0,4117,694,19,584,203,81
45,-23.693120000000004,80,0.0,3685,675,24,599,202,86
46,-34.125960000000006,52,0.0,2576,710,17,614,159,41
47,-30.038320000000002,79,0.0,1689,646,21,629,204,34
48,-35.172080000000015,35,0.0,757,636,27,644,193,16
49,-52.45012,33,0.0,256,596,28,674,202,7
50,-32.41888,113,0.0,1276,626,18,704,152,40
51,-33.16639999999999,131,0.0,3384,674,24,719,83,77
52,-26.42108,167,0.0,3959,682,29,734,55,75
53,-28.058999999999997,200,0.0,4109,717,26,748,9,75
54,-36.348759999999984,107,0.0,2455,668,29,763,40,29
55,-162.41430285714287,103,0.0,1072,600,16,793,91,18
