start station id,start station name,start station latitude,start station longitude
345,Park Plaza at Charles St S.,42.351828068920675,-71.06781138111728
141,Kendall Street,42.36356015842989,-71.08216792345047
68,Central Square at Mass Ave / Essex St,42.36507,-71.1031
78,Union Square - Somerville,42.37964789967527,-71.09540475672475
22,South Station - 700 Atlantic Ave,42.352175,-71.055547
179,MIT Vassar St,42.355601213279265,-71.10394477844238
67,MIT at Mass Ave / Amherst St,42.3581,-71.093198
17,Soldiers Field Park - 111 Western Ave,42.36426344063853,-71.1182756971175
187,Cypress St at Clark Playground,42.32784317478686,-71.1253622174263
87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214
554,Forsyth St at Huntington Ave,42.339202,-71.090511
329,Washington St at Myrtle St,42.3817508,-71.0839523
558,St. Alphonsus St at Tremont St,42.33329254719182,-71.10124647617339
163,The Lawn on D,42.344792,-71.044024
5,Northeastern University - North Parking Lot,42.341814,-71.090179
145,Rindge Avenue - O'Neill Library,42.392766,-71.129042
330,30 Dane St,42.38100143038052,-71.10402522613185
377,Perry Park,42.37927324600841,-71.10341902831351
331,Huntington Ave at Mass Art,42.336585554561154,-71.0988699646623
483,Porzio Park,42.364119035231525,-71.02876782417297
4,Tremont St at E Berkeley St,42.345392,-71.069616
221,Verizon Innovation Hub 10 Ware Street,42.37250864997261,-71.11305356025696
75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469304347,-71.10057324171066
553,Cambridge Crossing at North First Street,42.371141,-71.076198
102,Powder House Circle - Nathan Tufts Park,42.400877,-71.116772
53,Beacon St at Massachusetts Ave,42.35082680669095,-71.0898108780384
32,Landmark Center - Brookline Ave at Park Dr,42.34369055719747,-71.10235286881107
334,Mass Ave at Hadley/Walden,42.39120971915856,-71.12260755160605
21,Prudential Center - 101 Huntington Ave,42.34652003998412,-71.08065776545118
91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169
46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.3436658245146,-71.08582377433777
273,Forest Hills,42.300923,-71.114249
44,Congress St at Boston City Hall,42.36041774637169,-71.05752243543975
446,700 Commonwealth Ave.,42.34960945333059,-71.10391523698127
80,MIT Stata Center at Vassar St / Main St,42.3621312344991,-71.09115600585936
471,MIT Carleton St at Amherst St,42.36054174140606,-71.08669817447662
12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624444796878,-71.08798563480377
190,Nashua Street at Red Auerbach Way,42.365673,-71.064263
55,Boylston St at Massachusetts Ave,42.34740620525209,-71.08678414955648
445,Geiger Gibson Community Health Center,42.31886468217537,-71.04536797860419
177,University Park,42.36264779118595,-71.10006093978882
437,Berkshire Street at Cambridge Street,42.37207657915397,-71.08995433905875
58,Mugar Way at Beacon St,42.35553628489709,-71.07286870479584
233,St Mary's,42.346197076555455,-71.10728681087494
100,Davis Square,42.396969,-71.123024
359,One Brigham Circle,42.33392270136997,-71.10446508982932
60,Charles Circle - Charles St at Cambridge St,42.36079296858265,-71.07118962337152
110,Harvard University Gund Hall at Quincy St / Kirkland St,42.376369,-71.114025
104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107
531,Harvard St and Stedman St,42.3443517550051,-71.12490355968475
36,Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427
89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945
342,Boylston St at Jersey St,42.344650628878306,-71.09732501226972
19,Park Dr at Buswell St,42.347241,-71.105301
189,Kendall T,42.3624278429124,-71.08495473861694
419,Central Square East Boston,42.37544912547037,-71.03918548682486
86,Brookline Village - Station Street at MBTA,42.33274392304887,-71.11626680949485
52,Newbury St at Hereford St,42.348717,-71.085954
178,MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567
106,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,42.325333,-71.075354
64,Congress St at Sleeper St,42.351004495946704,-71.04930013418198
10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279
41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831
57,Massachusetts Ave at Columbus Ave,42.340814,-71.0816197
272,Shawmut T Stop,42.292917,-71.06575
118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516
239,Community Path at Cedar Street,42.39407223665884,-71.11133694648743
121,W Broadway at Dorchester St,42.335958979433094,-71.04622899561036
416,Blossom St at Charles St,42.36435589027983,-71.0695936904267
184,Sidney Research Campus/Erie Street at Waverly,42.35775309465199,-71.10393404960632
138,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326599,-71.066498
97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.369239074859216,-71.11687034368515
386,Sennott Park Broadway at Norfolk Street,42.36860524248197,-71.09930185605663
564,Raymond Park at Walden St,42.38736953747185,-71.12761001482795
81,Chinatown T Stop,42.352409,-71.062679
227,Silber Way,42.34949599514002,-71.10057592391968
413,Kennedy-Longfellow School 158 Spring St,42.36955297756508,-71.08579014980933
271,Ashmont T Stop,42.2856944,-71.0641389
515,955 Mass Ave,42.36895180540729,-71.10998779535294
361,Deerfield St at Commonwealth Ave,42.34924376955301,-71.09728209692548
103,JFK Crossing at Harvard St. / Thorndike St.,42.346551241753566,-71.1283321143128
149,175 N Harvard St,42.363796,-71.129164
26,Washington St at Waltham St,42.34157471873747,-71.06890439987183
201,NCAAA - Walnut Ave at Crawford St,42.316902,-71.091946
363,Harrison Ave at Mullins Way,42.34521562115022,-71.0638403149278
565,Wellington MBTA,42.4023682,-71.07573182424781
129,Hayes Square - Vine St at Moulton St,42.377022,-71.056605
125,Hyde Square - Barbara St at Centre St,42.32176525723952,-71.10984160567114
182,Museum of Science,42.36769018024484,-71.07116281986237
6,Cambridge St at Joy St,42.36125721646537,-71.06528744101524
566,Main Street/Albany Street/Technology Square,42.3629016,-71.0915669
510,Mass Ave at Broadway,42.414202132001854,-71.15051883389242
441,Sullivan Square,42.38445225635843,-71.07514854529654
47,Cross St at Hanover St,42.362811,-71.056067
364,Tremont St at Northampton St,42.338431795290944,-71.08169049924982
214,Airport T Stop - Bremen St at Brooks St,42.37534192670574,-71.03128910064696
30,Brigham Circle - Francis St at Huntington Ave,42.33462893055976,-71.10407917767589
226,Commonwealth Ave At Babcock St,42.35154734791375,-71.12126246094704
477,Marion St at White St,42.38066930871317,-71.03907315999093
23,Boston City Hall - 28 State St,42.35892,-71.057629
567,Brighton Ave at Linden St,42.3528376,-71.1296752
344,Commonwealth Ave at Chiswick Rd,42.34024644768889,-71.15168806174552
8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313
212,Maverick Square - Lewis Mall,42.36884408289835,-71.03977829217911
95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445
54,Tremont St at West St,42.354979,-71.063348
114,Teele Square,42.40231703379005,-71.12671129423688
459,Canal St at Causeway St,42.36530094929082,-71.06092190993877
76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495
79,Beacon St at Washington / Kirkland,42.37875351212593,-71.10707223415375
381,Inman Square at Springfield St.,42.37426713524931,-71.10026478767395
108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865
390,Broadway at Lynde St,42.39648358247693,-71.06546759905541
16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639
74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579
120,Beacon St at Charles St,42.356052,-71.069849
196,Roxbury YMCA - Warren St at MLK Blvd,42.31787329345602,-71.08243077993393
29,Innovation Lab - 125 Western Ave at Batten Way,42.36371276003581,-71.12459778785706
539,Walnut Ave at School St,42.31242399029812,-71.09616905450821
13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915372498,-71.07306711393903
491,Harrison Ave at E. Dedham St,42.339194,-71.06975
568,Shawmut Ave at Lenox St,42.33584612997077,-71.08038157224655
335,Harvard St at Greene-Rose Heritage Park,42.36599432867437,-71.09522221614498
42,Boylston St at Arlington St,42.35200960743121,-71.07060294892108
33,Kenmore Square,42.348706,-71.097009
199,Uphams Corner T Stop - Magnolia St at Dudley St,42.318697341722434,-71.0697814822197
111,Packard Ave at Powderhouse Blvd,42.40449,-71.123413
399,Shawmut Ave at Oak St W,42.34854543411198,-71.06559185315746
25,South End Library - Tremont St at W Newton St,42.341332,-71.076847
485,Revere City Hall,42.40741,-71.0139
404,Mass Ave T Station,42.34135615767354,-71.08336953450817
415,Stuart St at Berkeley St,42.34954403114251,-71.0724207387284
560,Flat 9 at Whittier,42.33420351352245,-71.08767616843123
175,Brighton Center - Washington St at Cambridge St,42.34894857235593,-71.15027189254761
487,Community Path at Lowell St,42.392525,-71.105587
408,Edgerly Education Center,42.38717463348314,-71.08714388528824
479,Galileo Galilei Way at Main Street,42.363003781560096,-71.08974037706501
372,Boylston St at Exeter St,42.349589423682445,-71.0794677917329
49,Stuart St at Charles St,42.351146,-71.066289
448,Hale Park,42.4206487,-71.0437126
400,Lansdowne T Stop,42.34734473177431,-71.1001680795016
115,Porter Square Station,42.387995,-71.119084
282,Stony Brook T Stop,42.316966,-71.104374
98,Warren St at Chelsea St,42.371848,-71.060292
332,Harvard Ave at Brainerd Rd,42.34953016890375,-71.13022770741735
433,Centre St at Parkway YMCA,42.28277901074054,-71.15728851416861
259,Washington St at Bowdoin St,42.29916497936589,-71.07345871645519
176,Lesley University,42.38674802045056,-71.11901879310608
56,Dudley Square - Bolling Building,42.329842993518085,-71.08386572459494
549,Valenti Way at Haverhill St,42.36473898691789,-71.05934903025626
128,E Cottage St at Columbia Rd,42.320561,-71.06198
412,Washington St at Peters Park,42.34303291130257,-71.06688730436872
40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877
235,East Somerville Library (Broadway and Illinois),42.3876281075134,-71.08318716287613
205,Bowdoin St at Quincy St,42.30785224238503,-71.06512248516083
540,Sumner St at Shirley Ave,42.408337058129746,-70.99804848432541
403,Marion St at Harvard St,42.340122426966424,-71.12070563810447
195,Child Street at Brian P. Murphy Staircase,42.371976784679745,-71.07200495972165
484,Revere Public Library,42.408088,-71.008942
27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171
116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412
206,Government Center - Cambridge St at Court St,42.3598253979878,-71.05979576244862
397,Broadway at Beacham St,42.39836059620832,-71.06373842814719
260,Fields Corner T Stop,42.299633488420625,-71.06068975823291
225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119727759414,-71.09759867191315
162,Franklin Park - Seaver St at Humboldt Ave,42.309796,-71.092225
119,South Boston Library - 646 E Broadway,42.335741,-71.03877
379,Tremont St at W. Dedham St,42.34254913737952,-71.07421449387857
59,Chinatown Gate Plaza,42.351356,-71.059367
402,Washington Sq,42.33985827126298,-71.13421171095978
126,Egleston Square - Atherton St at Washington St,42.315692,-71.098634
24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105
222,Troy Boston,42.343749,-71.062256
161,W Broadway at D St,42.3391085,-71.0514432
351,Faneuil St at Arlington St,42.35276620545606,-71.15988485533308
346,Cleveland Circle,42.335543083570826,-71.15061519672052
318,Ames St at Broadway,42.3636929,-71.0875672
173,Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539
186,Congress St at Northern Ave,42.3481,-71.03764
