timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-122.26259999999995,160,0.0,223,138,3,379,980,3
1,-126.48543999999998,222,0.0,625,262,7,289,942,8
2,-23.694319999999998,450,0.0,3743,523,8,274,695,71
3,-239.21215999999995,46,0.0,2928,597,28,289,586,62
4,-211.62916000000004,91,0.0,3752,574,15,334,577,108
5,-121.34535999999996,238,0.0,5766,519,16,364,601,58
6,-52.633120000000005,278,0.0,3074,406,17,364,713,52
7,-56.368840000000006,154,0.0,1058,383,10,319,788,22
8,-103.92704000000005,36,0.0,155,493,6,214,787,0
9,-313.0088,205,0.0,821,503,10,214,773,13
10,-235.94908,419,0.0,4823,842,22,229,407,88
11,-211.8694,61,0.0,3162,946,30,259,265,67
12,-207.91592000000003,37,0.0,3767,961,17,304,218,81
13,-146.47256000000004,238,0.0,7109,789,21,334,355,120
14,-187.44808000000003,140,0.0,3807,534,19,379,568,66
15,-323.86383999999987,164,0.0,1269,512,16,394,578,21
16,-341.35832000000005,3,0.0,166,506,23,394,577,10
17,-319.55600000000004,52,0.0,829,519,19,409,553,17
18,-204.64712,362,0.0,5049,859,15,439,187,52
19,-249.56820000000002,55,0.0,3544,978,15,469,38,102
20,-186.42568,63,0.0,4122,958,15,499,28,104
21,-91.82443999999997,92,0.0,6873,899,21,497,83,130
22,-241.04840000000007,121,0.0,3907,714,19,527,240,69
23,-286.81415999999996,68,0.0,1509,629,22,542,307,38
24,-348.70836,18,0.0,199,624,30,542,304,7
25,-334.65316000000007,30,0.0,740,624,25,557,294,15
26,-190.598,189,0.0,4692,912,15,568,5,68
27,-150.75464,29,0.0,3038,1004,19,467,10,62
28,-211.20788000000007,110,0.0,4026,1075,23,402,0,78
29,-94.12987999999999,61,0.0,6656,1147,17,331,5,115
30,-189.71291999999988,98,0.0,4034,913,16,376,195,48
31,-280.34388000000007,54,0.0,1684,772,26,391,311,44
32,-340.14791999999994,18,0.0,339,761,19,406,314,8
33,-335.6474,22,0.0,669,751,29,406,314,13
34,-230.91227999999998,117,0.0,3743,903,26,436,135,57
35,-204.72891999999996,73,0.0,3381,985,28,466,21,65
36,-181.27247999999997,63,0.0,4339,1042,21,432,5,101
37,-184.42176000000003,67,0.0,6287,1032,15,425,27,126
38,-270.7167999999999,48,0.0,3676,936,27,440,97,83
39,-264.81636,73,0.0,2040,792,25,470,213,37
40,-351.43032,82,0.0,782,765,16,485,234,5
41,-339.8334,18,0.0,296,758,19,485,238,5
42,-300.82012,135,0.0,1780,848,18,500,134,39
43,-226.58163999999994,91,0.0,3572,794,22,530,154,72
44,-254.80236000000005,89,0.0,4068,747,19,560,174,73
45,-198.40408000000008,71,0.0,3739,710,22,590,178,82
46,-256.41392,69,0.0,2554,739,17,620,124,47
47,-319.3642399999999,102,0.0,1706,685,28,620,167,34
48,-316.54456,39,0.0,757,686,24,635,155,16
49,-358.69523999999996,23,0.0,250,674,25,635,166,4
50,-313.1102,63,0.0,1273,704,27,650,119,37
51,-252.44224,117,0.0,3366,752,18,680,50,73
52,-155.2340800000001,137,0.0,3976,723,21,725,31,83
53,-200.75287999999992,161,0.0,4115,732,16,741,11,75
54,-287.93627999999995,84,0.0,2453,674,25,756,45,46
55,-408.2791828571429,102,0.0,1078,602,16,786,96,16
