timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-67.17299999999999,172,0.0,223,136,5,379,980,3
1,-53.632439999999974,272,0.0,625,247,0,319,934,8
2,-1.8449200000000021,467,0.0,3753,518,9,289,684,67
3,-94.42840000000001,66,0.0,2918,585,19,319,577,61
4,-104.44540000000002,107,0.0,3670,544,18,364,574,88
5,-70.07988000000003,319,0.0,5762,520,26,394,560,78
6,-54.29180000000001,330,0.0,3156,402,26,409,663,51
7,-45.767160000000025,206,0.0,1062,340,11,424,725,21
8,-140.42640000000003,42,0.0,155,394,2,379,725,0
9,-50.29872000000002,228,0.0,916,453,10,349,687,55
10,-99.02684,370,0.0,4756,752,24,379,345,82
11,-79.24548000000001,56,0.0,3144,845,24,424,207,69
12,-87.06883999999998,20,0.0,3810,842,28,469,161,107
13,-79.83948000000001,281,0.0,7097,661,15,529,295,96
14,-73.24871999999996,272,0.0,3768,436,27,559,478,57
15,-75.48712,214,0.0,1267,429,21,574,476,16
16,-220.36523999999997,9,0.0,166,464,2,559,475,10
17,-77.71356000000002,113,0.0,841,461,15,574,449,20
18,-72.3192,333,0.0,5037,785,29,604,82,52
19,-92.35940000000002,38,0.0,3349,868,21,607,4,74
20,-85.07927999999994,73,0.0,4241,845,25,614,16,87
21,-41.35523999999998,110,0.0,6996,781,25,607,87,84
22,-85.66724,208,0.0,3860,601,29,652,218,70
23,-209.38964,157,0.0,1509,527,18,697,258,29
24,-329.50415999999996,39,0.0,199,524,29,697,250,7
25,-200.22415999999993,116,0.0,759,513,18,742,227,21
26,-74.40024,205,0.0,4547,781,20,694,5,103
27,-41.54844000000001,36,0.0,3171,883,27,583,7,63
28,-36.686400000000035,53,0.0,4019,946,22,532,0,80
29,-30.89588,73,0.0,6760,1023,15,444,18,108
30,-37.08696000000002,153,0.0,3906,841,26,459,174,66
31,-102.32224000000005,126,0.0,1709,719,29,474,278,40
32,-255.44143999999986,41,0.0,338,707,25,489,279,8
33,-82.1356,38,0.0,679,693,15,519,273,21
34,-46.21927999999999,81,0.0,3733,848,27,519,106,57
35,-40.48848000000002,77,0.0,3400,942,17,538,3,59
36,-31.058800000000012,55,0.0,4320,1017,21,457,5,101
37,-33.690239999999996,57,0.0,6312,1033,19,423,25,107
38,-40.559920000000005,18,0.0,3658,941,15,438,106,71
39,-56.181479999999944,42,0.0,2033,805,27,438,230,39
40,-56.32632,57,0.0,773,760,19,468,253,9
41,-277.7091599999999,27,0.0,305,747,29,468,256,4
42,-51.40304000000004,119,0.0,1805,826,15,498,161,48
43,-32.89692000000001,110,0.0,3558,800,27,498,175,75
44,-31.656400000000005,42,0.0,4067,761,25,513,201,74
45,-34.43515999999999,78,0.0,3729,737,15,543,205,83
46,-46.322720000000004,64,0.0,2554,775,25,543,157,49
47,-71.50256000000003,128,0.0,1706,719,15,573,193,33
48,-116.21972,67,0.0,758,710,23,588,179,14
49,-249.4013600000002,38,0.0,249,692,18,603,187,3
50,-87.5264,86,0.0,1282,725,18,618,139,40
51,-50.839599999999976,126,0.0,3357,767,29,633,71,72
52,-64.15839999999999,191,0.0,3996,789,26,648,37,76
53,-38.35196000000001,202,0.0,4108,832,19,643,6,77
54,-46.16359999999999,89,0.0,2443,772,21,658,49,41
55,-217.68685714285715,114,0.0,1075,710,21,673,96,18
