timeslot,reward,failures,epsilon,demand,deployed_bikes,truck_load,depot_load,outside_system_bikes,traveling_bikes
0,-34.58751999999998,165,0.0,223,173,12,334,981,3
1,-28.47215999999999,293,0.0,625,251,12,304,933,7
2,-17.913319999999995,506,0.0,3743,519,16,289,676,70
3,-93.86095999999999,81,0.0,2959,579,27,334,560,66
4,-85.85460000000002,119,0.0,3554,525,20,394,561,60
5,-61.91383999999998,362,0.0,5817,518,25,424,533,85
6,-18.51216000000001,353,0.0,3184,397,26,439,638,61
7,-23.5262,211,0.0,1064,346,8,454,692,21
8,-79.14124000000002,48,0.0,155,417,11,379,693,0
9,1.4390400000000056,242,0.0,821,458,5,364,673,9
10,-95.65144000000002,423,0.0,4843,777,26,394,303,89
11,-69.36176,49,0.0,3152,857,25,454,164,69
12,-83.27080000000004,19,0.0,3757,840,24,514,122,81
13,-93.51032000000002,315,0.0,7134,669,24,559,248,110
14,-56.300360000000005,304,0.0,3782,455,18,604,423,58
15,-28.396319999999992,240,0.0,1269,441,21,619,419,16
16,-122.19036,28,0.0,169,462,3,619,416,9
17,-54.85596,178,0.0,826,479,18,619,384,14
18,-81.66468,388,0.0,5049,806,27,664,3,52
19,-91.85336000000001,35,0.0,3349,886,21,588,5,73
20,-88.96572,54,0.0,4280,856,28,597,19,95
21,-43.18015999999998,130,0.0,6910,799,20,605,76,128
22,-74.52080000000001,210,0.0,3909,615,21,650,214,61
23,-132.75931999999997,182,0.0,1509,532,24,695,249,29
24,-295.03991999999994,41,0.0,197,518,29,710,243,7
25,-114.30555999999999,142,0.0,773,514,21,755,210,27
26,-58.471839999999986,203,0.0,4533,780,24,691,5,100
27,-44.36668000000003,34,0.0,3196,880,15,593,12,61
28,-41.436319999999995,52,0.0,4101,951,22,522,5,106
29,-35.257159999999985,87,0.0,6570,1016,22,452,10,123
30,-41.81496000000002,157,0.0,3979,813,26,482,179,69
31,-46.647519999999986,145,0.0,1718,673,21,527,279,40
32,-105.61835999999991,67,0.0,343,642,24,557,277,10
33,-48.95927999999997,86,0.0,707,621,28,587,264,36
34,-28.412919999999993,132,0.0,3701,773,18,617,92,55
35,-33.788,93,0.0,3381,859,17,624,0,65
36,-28.989759999999997,75,0.0,4339,942,20,533,5,99
37,-33.40267999999999,62,0.0,6296,947,29,498,26,123
38,-41.66656000000001,23,0.0,3667,839,27,528,106,83
39,-42.33664000000001,57,0.0,2040,692,24,558,226,35
40,-78.4586,103,0.0,773,638,29,588,245,7
41,-89.08708000000004,26,0.0,305,609,26,618,247,5
42,-49.076560000000015,160,0.0,1794,686,20,648,146,45
43,-36.48479999999998,121,0.0,3569,653,29,663,155,75
44,-35.42888000000001,59,0.0,4038,612,23,693,172,76
45,-37.98932,124,0.0,3761,587,21,723,169,73
46,-32.10116000000001,121,0.0,2551,631,15,753,101,49
47,-46.31112,140,0.0,1712,572,27,768,133,27
48,-63.55919999999999,75,0.0,753,555,15,813,117,13
49,-228.09484000000012,46,0.0,248,524,24,828,124,2
50,-52.67008000000004,121,0.0,1282,536,17,873,74,38
51,-40.307,168,0.0,3384,587,28,859,26,75
52,-42.832480000000004,268,0.0,3959,603,26,855,16,72
53,-35.11056000000001,266,0.0,4127,652,28,812,8,72
54,-40.26040000000001,134,0.0,2427,590,29,842,39,44
55,-210.63403428571428,149,0.0,1082,520,27,872,81,17
